place_overall,name,clock_time,head_start,actual_time,time_place,race,race_place,age,sex,bib,group
1,Paul Juette,0:45:15,8,0:53:15,2,-,1,-,M,-,8
2,Joseph Kragel,0:46:39,7,0:53:39,4,-,2,-,M,-,7
3,Warren Fairbanks,0:47:53,14,1:01:53,30,-,3,-,M,-,14
4,William Steed,0:48:15,4,0:52:15,1,-,4,-,M,-,4
5,Art Thanash,0:48:38,12,1:00:38,22,-,5,-,M,-,12
6,James Allan,0:48:56,5,0:53:56,7,-,6,-,M,-,5
7,Robert Derrigan,0:49:42,11,1:00:42,24,-,7,-,M,-,11
8,Calvin Mehlert,0:49:46,4,0:53:46,5,-,8,-,M,-,4
9,Jim Kendell Jr,0:49:57,15,1:04:57,49,-,9,-,M,-,15
10,Jack G Kirk,0:50:06,5,0:55:06,9,-,10,43,M,-,5
11,Lowrie O'Donnell,0:50:16,3,0:53:16,3,-,11,-,M,-,3
12,Elwyn Stribling,0:50:20,4,0:54:20,8,-,12,-,M,-,4
13,Fay Blair,0:50:42,5,0:55:42,11,-,13,-,M,-,5
14,John O'Brien,0:50:54,10,1:00:54,25,-,14,-,M,-,10
15,Robert Compagna,0:51:16,12,1:03:16,36,-,15,-,M,-,12
16,Donald Nolan,0:51:35,8,0:59:35,18,-,16,-,M,-,8
17,Arthur Smith,0:51:46,7,0:58:46,16,-,17,-,M,-,7
18,Ronald Gerughty,0:51:54,10,1:01:54,31,-,18,-,M,-,10
19,Ronald Annis,0:52:17,15,1:07:17,59,-,19,-,M,-,15
20,Edward Davies,0:52:21,4,0:56:21,12,-,20,-,M,-,4
21,Wm Johnson,0:48:30,7,0:55:30,10,-,21,-,M,-,7
22,Ray Smith,0:52:53,12,1:04:53,48,-,22,-,M,-,12
23,Walter Lester,0:53:00,12,1:05:00,50,-,23,-,M,-,12
24,Ted Wassam,0:53:12,5,0:58:12,15,-,24,-,M,-,5
25,Dominic Stratta,0:50:51,13,1:03:51,40,-,25,-,M,-,13
26,Charles A Richesin,0:53:52,0,0:53:52,6,-,26,20,M,-,0
27,Alfred De Lorimiar,0:54:06,4,0:58:06,14,-,27,-,M,-,4
28,Frank Veloz,0:54:07,10,1:04:07,43,-,28,-,M,-,10
29,Jim McClymonds,0:54:08,7,1:01:08,27,-,29,-,M,-,7
30,Walter Betschart,0:54:16,7,1:01:16,28,-,30,-,M,-,7
31,Libero Gentili,0:54:48,5,0:59:48,19,-,31,-,M,-,5
32,Ian Jackson Jr,0:54:51,7,1:01:51,29,-,32,-,M,-,7
33,Richard Drews,0:54:57,9,1:03:57,42,-,33,-,M,-,9
34,Lambert Rax,0:55:00,10,1:05:00,51,-,34,-,M,-,10
35,Clayton Garrett,0:55:07,5,1:00:07,20,-,35,-,M,-,5
36,unknown,-,-,-,-,-,36,-,M,-,-
37,Bob Annis,0:57:40,3,1:00:40,23,-,37,-,M,-,3
38,David Kidder,-,-,1:03:52,41,-,38,-,M,-,-
39,Henry Watty,-,-,0:57:53,13,-,39,-,M,-,-
40,Richard Gerutti,-,-,1:08:16,63,-,40,-,M,-,-
41,Herbert Wright,-,-,1:02:19,33,-,41,-,M,-,-
42,James Baggett,-,-,1:04:20,44,-,42,-,M,-,-
43,Bruce Rich,0:56:22,4,1:00:22,21,-,43,-,M,-,4
44,Bob Hillard,0:56:25,8,1:04:25,45,-,44,-,M,-,8
45,George Wilson,-,-,1:04:28,46,-,45,-,M,-,-
46,Anton Nelson,-,-,0:59:34,17,-,46,-,M,-,-
47,Aldo Pardini,0:56:32,12,1:08:32,65,-,47,-,M,-,12
48,William Ranney,0:56:40,12,1:08:40,66,-,48,-,M,-,12
49,Bob Ferreria,0:56:42,7,1:03:42,39,-,49,-,M,-,7
50,George Kordoulis,0:56:51,10,1:06:51,58,-,50,-,M,-,10
51,Ralph Kellog,0:57:05,12,1:09:05,67,-,51,-,M,-,12
52,Willie Dreyer,0:57:07,4,1:01:07,26,-,52,-,M,-,4
53,Carl Rissmann Jr,0:57:12,8,1:05:12,52,-,53,-,M,-,8
54,Victor Duran,0:57:22,6,1:03:22,37,-,54,-,M,-,6
55,Paul Ganahl,0:57:23,6,1:03:23,38,-,55,-,M,-,6
56,Anthony Stratta,0:58:00,8,1:06:00,56,-,56,-,M,-,8
57,Leonard Ralston,0:58:03,4,1:02:03,32,-,57,-,M,-,4
58,James O'Gorman,0:58:04,10,1:08:04,62,-,58,-,M,-,10
59,Richard Sweeney,0:58:40,12,1:10:40,70,-,59,-,M,-,12
60,James Blasquez,0:58:43,6,1:04:43,47,-,60,-,M,-,6
61,Ralph Watkins,-,-,1:07:44,60,-,61,-,M,-,-
62,Walter Bertram,0:59:45,8,1:07:45,61,-,62,-,M,-,8
63,James Shelter,0:58:51,7,1:05:51,55,-,63,-,M,-,7
64,Donald Chamberlain,0:59:10,10,1:09:10,68,-,64,-,M,-,10
65,Jules Linder,0:59:11,12,1:11:11,72,-,65,-,M,-,12
66,Don  Morrison,-,-,1:02:25,34,-,66,-,M,-,-
67,Art Baker,-,-,1:05:22,53,-,67,-,M,-,-
68,Merle Knox,-,-,1:02:51,35,-,68,-,M,-,-
69,Price King,-,-,1:08:25,64,-,69,-,M,-,-
70,Fred Kline,1:02:32,4,1:06:32,57,-,70,-,M,-,4
71,Donald Hayes,1:02:40,15,1:17:40,77,-,71,-,M,-,15
72,James Walker,-,-,1:15:50,74,-,72,-,M,-,-
73,Harley Ambers,-,-,1:11:04,71,-,73,-,M,-,-
74,William Mazzini,-,-,1:05:36,54,-,74,-,M,-,-
75,Carlo Richesin,-,-,1:16:04,75,-,75,-,M,-,-
76,Peter Lucia,-,-,1:17:24,76,-,76,-,M,-,-
77,George Hassler,-,-,1:13:52,73,-,77,-,M,-,-
78,Bobby Marionini,-,-,1:20:20,79,-,78,-,M,-,-
79,Ernest Marionini,-,-,1:10:21,69,-,79,-,M,-,-
80,William O Johnson,-,-,1:23:58,82,-,80,-,M,-,-
81,Robert Seaman,-,-,1:19:19,78,-,81,-,M,-,-
82,Click Burnley,-,-,1:20:44,80,-,82,-,M,-,-
83,George Twaites,-,-,1:22:52,81,-,83,-,M,-,-
84,Salvatore Lucia,-,-,1:37:37,83,-,84,-,M,-,-
85,Edward Sweeney,-,-,1:51:00,84,-,85,-,M,-,-
