place_overall,name,clock_time,head_start,actual_time,time_place,race,race_place,age,sex,bib,group
1,Raymond Fuller,0:52:52,15,1:07:52,19,-,1,-,M,-,15
2,Jack Marden,0:53:01,2,0:55:01,1,-,2,-,M,-,2
3,Gordon Waldo,0:53:54,8,1:01:54,9,-,3,-,M,-,8
4,Pete Reider,0:54:34,3,0:57:34,5,-,4,-,M,-,3
5,Darryl Beardall,0:54:38,1,0:55:38,2,-,5,-,M,-,1
6,Wilford King,0:55:46,0,0:55:46,3,-,6,-,M,-,0
7,Charles Curtis,0:55:58,2,0:57:58,6,-,7,-,M,-,2
8,Bill Morgan,0:56:09,9,1:05:09,15,-,8,-,M,-,9
9,Charles A Richesin,0:56:35,0,0:56:35,4,-,9,27,M,-,0
10,Allen Reid,0:56:47,6,1:02:47,11,-,10,-,M,-,6
11,Clifford Scott,0:58:35,11,1:09:35,22,-,11,-,M,-,11
12,John Reed,0:58:55,6,1:04:55,14,-,12,-,M,-,6
13,Walter Berger,-,-,0:59:58,7,-,13,-,M,-,-
14,Michael Deasy,-,-,1:02:00,10,-,14,-,M,-,-
15,Andrew Loobey,-,-,1:07:04,18,-,15,-,M,-,-
16,James Tominaga,-,-,1:15:29,30,-,16,-,M,-,-
17,Horace Wheatley,-,-,1:09:32,21,-,17,-,M,-,-
18,Joseph Mitchell,-,-,1:02:52,12,-,18,-,M,-,-
19,Jack G Kirk,-,-,1:06:59,17,-,19,50,M,-,-
20,Val Prescop,-,-,1:03:42,13,-,20,-,M,-,-
21,Jesse Van Zant,-,-,1:01:46,8,-,21,-,M,-,-
22,Dick Marquette,-,-,1:07:55,20,-,22,-,M,-,-
23,Walter Bertram,-,-,1:12:31,26,-,23,-,M,-,-
24,Dave Town,-,-,1:11:22,25,-,24,-,M,-,-
25,Fred McCollough,-,-,1:10:32,23,-,25,-,M,-,-
26,John Dick,-,-,1:10:43,24,-,26,-,M,-,-
27,Raymond Mahannah,-,-,1:05:22,16,-,27,-,M,-,-
28,William Mazzini,-,-,1:17:33,32,-,28,-,M,-,-
29,Vernon Duncan,-,-,1:15:07,29,-,29,-,M,-,-
30,Rex Deiderick,-,-,1:17:41,33,-,30,-,M,-,-
31,George Cagwin,-,-,1:23:45,37,-,31,-,M,-,-
32,Robert Leech,-,-,1:12:47,27,-,32,-,M,-,-
33,Wilbur Taylor,-,-,1:25:39,39,-,33,-,M,-,-
34,Bill Ranney,-,-,1:14:41,28,-,34,-,M,-,-
35,Paul Chirone,-,-,1:17:20,31,-,35,-,M,-,-
36,Louis Kornarme,-,-,1:18:55,34,-,36,-,M,-,-
37,Douglas Smith,-,-,1:20:57,35,-,37,-,M,-,-
38,Frank Veloz,-,-,1:22:34,36,-,38,-,M,-,-
39,Bill Robison,-,-,1:24:35,38,-,39,-,M,-,-
40,Jim Imperiale,-,-,1:40:33,43,-,40,-,M,-,-
41,Robert Spenger,-,-,1:31:56,40,-,41,-,M,-,-
42,Dick Davenport,-,-,1:31:57,41,-,42,-,M,-,-
43,Salvatore Lucia,-,-,1:42:26,44,-,43,-,M,-,-
44,Roger Schrimp,-,-,1:39:19,42,-,44,-,M,-,-
45,Steve Barrett,-,-,1:43:55,45,-,45,-,M,-,-
46,Dick Barrett,-,-,1:43:56,46,-,46,-,M,-,-
47,Jim Leary,-,-,1:43:57,47,-,47,-,M,-,-
48,Carlos Tan,-,-,1:43:58,48,-,48,-,M,-,-
49,Ken Leyten,-,-,1:43:59,49,-,49,-,M,-,-
