place_overall,name,clock_time,head_start,actual_time,time_place,race,race_place,age,sex,bib,group
1,Jack G Kirk,0:53:10,4,0:57:10,2,-,1,45,M,-,4
2,Lee Gentili,0:53:20,4,0:57:20,4,-,2,-,M,-,4
3,Paul Juette,0:53:34,0,0:53:34,1,-,3,-,M,-,0
4,Arner Gustafson,0:54:17,3,0:57:17,3,-,4,-,M,-,3
5,Allan Nelson,0:54:54,5,0:59:54,7,-,5,-,M,-,5
6,Walt Dieke,0:55:10,3,0:58:10,5,-,6,-,M,-,3
7,Bill Ranney,0:55:17,10,1:05:17,13,-,7,-,M,-,10
8,Anton Nelson,0:55:40,3,0:58:40,6,-,8,-,M,-,3
9,Sullivan Burrell,0:56:02,5,1:01:02,9,-,9,-,M,-,5
10,Price King,0:57:13,3,1:00:13,8,-,10,-,M,-,3
11,Robert Menzies,0:57:29,6,1:03:29,12,-,11,-,M,-,6
12,J  D McClymonds,0:57:49,5,1:02:49,10,-,12,-,M,-,5
13,Fred Quinn,0:58:27,9,1:07:27,16,-,13,-,M,-,9
14,Thomas Laughran,0:59:03,10,1:09:03,23,-,14,-,M,-,10
15,Willie Dreyer,1:01:14,6,1:07:14,15,-,15,-,M,-,6
16,Victor Duran,1:01:25,7,1:08:25,19,-,16,-,M,-,7
17,Ben Elkus,1:01:48,7,1:08:48,20,-,17,-,M,-,7
18,Herbert Wright,1:02:03,6,1:08:03,17,-,18,-,M,-,6
19,Jerry Hays,1:02:23,7,1:09:23,24,-,19,-,M,-,7
20,Art Smith,1:03:13,4,1:07:13,14,-,20,-,M,-,4
21,Charles A Richesin,1:03:23,0,1:03:23,11,-,21,22,M,-,0
22,Thomas Hayes,1:03:30,6,1:09:30,25,-,22,-,M,-,6
23,Frank Veloz,1:04:11,4,1:08:11,18,-,23,-,M,-,4
24,Carter Hamilton,1:04:21,12,1:16:21,33,-,24,-,M,-,12
25,David Kidder,1:05:35,5,1:10:35,28,-,25,-,M,-,5
26,Ted Wassam,1:05:55,3,1:08:55,21,-,26,-,M,-,3
27,Marshall Clark,1:05:55,3,1:08:55,22,-,27,-,M,-,3
28,Robert Marinoni,1:06:10,15,1:21:10,38,-,28,-,M,-,15
29,? ?,1:07:15,5,1:12:15,30,-,29,-,M,-,5
30,Ralph Kellogg,1:08:20,10,1:18:20,35,-,30,-,M,-,10
31,George Wilson,1:08:25,7,1:15:25,32,-,31,-,M,-,7
32,Ralph Watkins,1:09:14,9,1:18:14,34,-,32,-,M,-,9
33,Art Thanash,1:09:27,3,1:12:27,31,-,33,-,M,-,3
34,Tony Stratta,1:09:30,0,1:09:30,26,-,34,-,M,-,0
35,Jim Allan,1:10:11,0,1:10:11,27,-,35,-,M,-,0
36,Bob Derrigan,1:11:06,0,1:11:06,29,-,36,-,M,-,0
37,Ron Meyer,1:14:30,4,1:18:30,36,-,37,-,M,-,4
38,Geary Sthymmell,1:14:31,5,1:19:31,37,-,38,-,M,-,5
39,John Layser,1:14:59,7,1:21:59,40,-,39,-,M,-,7
40,Irving Anderson,1:15:38,6,1:21:38,39,-,40,-,M,-,6
41,Rich Cerutti,1:17:59,6,1:23:59,41,-,41,-,M,-,6
42,Wilbur Taylor,1:18:12,15,1:33:12,44,-,42,-,M,-,15
43,R W Higgen,1:32:29,0,1:32:29,42,-,43,-,M,-,0
44,Welton Lee,1:33:00,0,1:33:00,43,-,44,-,M,-,0
45,Nancy Dreyer,1:35:55,15,1:50:55,45,-,45,-,F,-,15
