place_overall,name,clock_time,head_start,actual_time,time_place,race,race_place,age,sex,bib,group
1,John Cassidy,0:46:26,9,0:55:26,-,-,1,-,M,-,9
2,William Schwartz,0:46:46,10,0:56:46,-,-,2,-,M,-,10
3,John Cameron,0:49:41,9,0:58:41,-,-,3,-,M,-,9
4,Edward Ardoin,0:49:51,10,0:59:51,-,-,4,-,M,-,10
5,William Magner,0:50:00,4,0:54:00,-,-,5,-,M,-,4
6,John Shearn,0:51:19,2,0:53:19,-,-,6,-,M,-,2
7,Uno Tiensuu,0:51:23,9,1:00:23,-,-,7,-,M,-,9
8,Jules Lindner,0:51:24,4,0:55:24,-,-,8,-,M,-,4
9,Joseph Mancuso,0:51:23,10,1:01:23,-,-,9,-,M,-,10
10,Dominic Stratta,0:51:36,5,0:56:36,-,-,10,-,M,-,5
11,F  Tamlander,0:51:53,6.5,0:58:23,-,-,11,-,M,-,6.5
12,William Westergaard,0:52:00,0,0:52:00,-,-,12,-,M,-,0
13,A Sarri,0:52:19,10,1:02:19,-,-,13,-,M,-,10
14,K Goody,0:52:22,10,1:02:22,-,-,14,-,M,-,10
15,Carl Newkirk,0:52:32,4,0:56:32,-,-,15,-,M,-,4
16,R Gordell,0:52:37,10,1:02:37,-,-,16,-,M,-,10
17,G Luderman,0:52:44,2.5,0:55:14,-,-,17,-,M,-,2.5
18,V Johnson,0:53:07,9,1:02:07,-,-,18,-,M,-,9
19,Arhdn,-,-,1:03:20,-,-,19,-,M,-,-
20,Heino,-,10,-,-,-,20,-,M,-,10
21,Macharo,-,-,1:03:25,-,-,21,-,M,-,-
22,Matta,0:54:11,7,1:01:11,-,-,22,-,M,-,7
23,East,-,-,1:01:28,-,-,23,-,M,-,-
24,Westergaard,-,-,-,-,-,24,-,M,-,-
25,Tiensuu,0:54:57,8,1:02:57,-,-,25,-,M,-,8
26,Culler,0:55:12,4,0:59:12,-,-,26,-,M,-,4
27,V Yamakara,0:56:23,6,1:02:23,-,-,27,-,M,-,6
28,P ?,0:55:43,4,0:59:43,-,-,28,-,M,-,4
29,J Houker,-,-,-,-,-,29,-,M,-,-
30,J Nathan,-,7.5,-,-,-,30,-,M,-,7.5
31,M Harurell,-,-,0:57:12,-,-,31,-,M,-,-
32,V Gozo,0:56:14,0,0:56:14,-,-,32,-,M,-,0
33,j ?,0:56:49,9,1:05:49,-,-,33,-,M,-,9
34,J Fuller,0:57:21,2,0:59:21,-,-,34,-,M,-,2
35,J Toba,0:57:53,7,1:04:53,-,-,35,-,M,-,7
36,R Hanson,0:59:06,10,1:09:06,-,-,36,-,M,-,10
37,I Letcher Dr,0:59:11,6,1:05:11,-,-,37,-,M,-,6
38,J Beckner,-,-,1:06:27,-,-,38,-,M,-,-
39,M ?,-,-,1:07:12,-,-,39,-,M,-,-
40,D  Yamakava,-,-,1:08:56,-,-,40,-,M,-,-
41,S Block,-,-,1:10:37,-,-,41,-,M,-,-
42,Edward Oatlund,-,-,1:06:12,-,-,42,-,M,-,-
43,B Zinkle,-,-,1:05:23,-,-,43,-,M,-,-
44,L Hubert,-,-,1:09:36,-,-,44,-,M,-,-
45,A Burland,-,-,1:11:44,-,-,45,-,M,-,-
46,Carl Schneller,-,-,1:12:16,-,-,46,-,M,-,-
47,H Rotnster,-,-,1:10:29,-,-,47,-,M,-,-
48,P Alas,-,-,1:10:13,-,-,48,-,M,-,-
49,F Bien,-,-,1:13:23,-,-,49,-,M,-,-
50,D Quinlan,-,-,1:03:44,-,-,50,-,M,-,-
51,C  Hazeleut,-,-,1:07:45,-,-,51,-,M,-,-
52,R Lewenstein,-,-,1:15:39,-,-,52,-,M,-,-
53,J Morrises,-,-,1:17:40,-,-,53,-,M,-,-
54,F ?,-,-,1:15:27,-,-,54,-,M,-,-
55,M ?,-,-,-,-,-,55,-,M,-,-
56,C Novall,-,-,-,-,-,56,-,M,-,-
