place_overall,name,clock_time,head_start,actual_time,time_place,race,race_place,age,sex,bib,group
1,James Imperiale,0:47:44,15,1:02:44,26,-,1,-,M,36,15
2,Tim Kelly,0:48:30,4,0:52:30,1,-,2,-,M,45,4
3,Bob Hope,0:49:33,3,0:52:33,2,-,3,-,M,54,3
4,Fernando Leon,0:49:57,0,0:49:57,65,-,4,-,M,51,0
5,Jesse Ochoa,0:50:05,3,0:53:05,4,-,5,-,M,61,3
6,Joe King,0:50:14,6,0:56:14,10,-,6,-,M,44,6
7,Tim Jordan,0:50:40,4,0:54:40,6,-,7,-,M,40,4
8,Ned Sargent,0:51:17,0,0:51:17,66,-,8,-,M,99,0
9,Wes Hildreth,0:51:36,1,0:52:36,3,-,9,-,M,32,1
10,Gerald Joyner,0:51:45,3,0:54:45,7,-,10,-,M,41,3
11,Jack Marden,0:51:59,0,0:51:59,67,-,11,-,M,55,0
12,Joseph Jordan,0:52:27,6,0:58:27,17,-,12,-,M,39,6
13,Frank Wulftange,0:52:44,1.5,0:54:14,5,-,13,-,M,89,1.5
14,William (Bill) Ferlatte,0:52:47,3,0:55:47,9,-,14,18,M,25,3
15,Stan Halversen,0:53:02,5,0:58:02,16,-,15,-,M,30,5
16,Armando Lopez,0:53:16,2,0:55:16,8,-,16,-,M,52,2
17,Rolf Godon,0:53:31,4,0:57:31,13,-,17,-,M,26,4
18,Larry Shade,0:53:52,3,0:56:52,11,-,18,-,M,74,3
19,Eddie Ramarez,0:54:19,3,0:57:19,12,-,19,-,M,66,3
20,John Satti,0:54:24,9,1:03:24,27,-,20,-,M,70,9
21,Jack G Kirk,0:54:26,7,1:01:26,25,-,21,53,M,46,7
22,Hank Koerper,0:54:35,6,1:00:35,24,-,22,-,M,47,6
23,Alan Anetsky,0:55:07,4,0:59:07,18,-,23,-,M,1,4
24,Ken Morse,0:55:11,5,1:00:11,21,-,24,-,M,59,5
25,Bob Rusk,0:55:17,5,1:00:17,22,-,25,-,M,69,5
26,Chas Meyer,0:55:19,5,1:00:19,23,-,26,-,M,57,5
27,Victor Duran,0:55:34,15,1:10:34,45,-,27,-,M,20,15
28,Michael Tymn,0:55:42,4,0:59:42,19,-,28,-,M,85,4
29,George Branam,0:56:55,1,0:57:55,14,-,29,-,M,9,1
30,Don Kelly,0:57:55,0,0:57:55,15,-,30,-,M,98,0
31,Jack Beggs,0:59:37,8,1:07:37,35,-,31,-,M,7,8
32,Bruce Degen,0:59:46,0,0:59:46,20,-,32,-,M,97,0
33,Philip Mooers,1:00:28,9,1:09:28,44,-,33,-,M,58,9
34,Jim Gallon,1:00:54,5,1:05:54,32,-,34,-,M,25,5
35,Larry Dorsey,1:00:56,6,1:06:56,34,-,35,-,M,18,6
36,Dave Stone,1:01:46,3,1:04:46,29,-,36,-,M,76,3
37,Tom Goethe,1:02:12,6,1:08:12,39,-,37,-,M,27,6
38,Ken Strong,1:02:24,6,1:08:24,40,-,38,-,M,81,6
39,William Ranney,1:03:26,0,1:03:26,28,-,39,-,M,67,0
40,Tom Jennings,1:03:58,4,1:07:58,37,-,40,-,M,38,4
41,Walter Deike,1:04:25,1,1:05:25,31,-,41,-,M,15,1
42,Bob Kurtz,1:04:54,2,1:06:54,33,-,42,-,M,49,2
43,Larry Pyle Jr,1:04:54,4,1:08:54,42,-,43,-,M,64,4
44,Allen Foster,1:04:57,0,1:04:57,30,-,44,-,M,91,0
45,Leon Stroughter,1:04:58,3,1:07:58,38,-,45,-,M,85,3
46,Chas Schlemmer,1:05:10,12,1:17:10,55,-,46,-,M,71,12
47,Mike Brodie,1:06:13,3,1:09:15,43,-,47,-,M,10,3
48,Forsyth,1:06:51,6,1:12:51,47,-,48,-,M,24,6
49,Carl Kultti,1:07:49,0,1:07:49,36,-,49,-,M,48,0
50,John Page,1:07:50,4,1:11:50,46,-,50,-,M,62,4
51,Bill Weems,1:08:26,0,1:08:26,41,-,51,-,M,101,0
52,Eppie Herrera,1:11:32,15,1:26:32,62,-,52,-,M,31,15
53,William Mazzini,1:12:15,15,1:27:15,63,-,53,-,M,56,15
54,Bill Hotchkiss,1:12:30,4,1:16:30,54,-,54,-,M,35,4
55,Albert Eckes,1:12:58,5,1:17:58,58,-,55,-,M,21,5
56,Henry Stroughter,1:13:01,2,1:15:01,51,-,56,-,M,88,2
57,Dave McFadden,1:13:02,0,1:13:02,48,-,57,-,M,93,0
58,Steven Van Campen,1:13:03,0,1:13:03,49,-,58,-,M,92,0
59,Michael Sweeney,1:13:04,3,1:16:04,53,-,59,-,M,84,3
60,Otis Miles,1:14:26,0,1:14:26,50,-,60,-,M,94,0
61,Tom Arata,1:15:00,6,1:21:00,59,-,61,-,M,2,6
62,Victor Manni,1:15:02,0,1:15:02,52,-,62,-,M,102,0
63,Dennis Selby,1:16:25,6,1:22:25,61,-,63,-,M,75,6
64,James Davis,1:16:24,6,1:22:24,60,-,64,-,M,14,6
65,Jim Southward,1:17:16,0,1:17:16,56,-,65,-,M,95,0
66,Paul Corazzi,1:17:18,0,1:17:18,57,-,66,-,M,96,0
67,Salvatore Lucia,1:21:18,15,1:36:18,65,-,67,-,M,55,15
68,Armado Alvarez,1:29:34,0,1:29:34,64,-,68,-,M,105,0
