place_overall,name,clock_time,head_start,actual_time,time_place,race,race_place,age,sex,bib,group
1,Jack G Kirk,0:47:56,15,1:02:56,132,-,1,60,M,-,15
2,Robert (Bob) D Bunnell,0:48:01,0,0:48:01,1,-,2,16,M,-,0
3,Rich Delgado,0:48:06,0,0:48:06,2,-,3,-,M,-,0
4,Mike Dailey,0:48:25,0,0:48:25,3,-,4,-,M,-,0
5,L Stephen Brown,0:49:10,0,0:49:10,4,-,5,-,M,-,0
6,Darryl Beardall,0:49:54,0,0:49:54,5,-,6,-,M,-,0
7,Greg Chapman,0:50:07,0,0:50:07,6,-,7,-,M,-,0
8,Bill Morgan,0:50:22,0,0:50:22,7,-,8,-,M,-,0
9,Don L Makela,0:50:38,0,0:50:38,8,-,9,16,M,-,0
10,Jack Whytock,0:50:44,0,0:50:44,9,-,10,-,M,-,0
11,Phil R May,0:51:01,5,0:56:01,44,-,11,-,M,-,5
12,John Satti,0:51:17,11,1:02:17,123,-,12,-,M,-,11
13,John T Noonan,0:51:17,0,0:51:17,10,-,13,-,M,-,0
14,Edward R Sias,0:51:26,11,1:02:26,126,-,14,-,M,-,11
15,Darren Walton,0:51:46,0,0:51:46,11,-,15,-,M,-,0
16,Will L Stephens,0:51:51,0,0:51:51,12,-,16,-,M,-,0
17,Ted M Lydon,0:51:53,0,0:51:53,13,-,17,-,M,-,0
18,Wendel Smith,0:52:01,0,0:52:01,14,-,18,-,M,-,0
19,Steve Sofos,0:52:05,0,0:52:05,15,-,19,-,M,-,0
20,W Leydig,0:52:09,0,0:52:09,16,-,20,-,M,-,0
21,W Horiuchi,0:52:11,0,0:52:11,17,-,21,-,M,-,0
22,H Belin,0:52:21,0,0:52:21,18,-,22,-,M,-,0
23,P M Bailey,0:52:26,0,0:52:26,19,-,23,-,M,-,0
24,R Biancalana,0:52:31,8,1:00:31,102,-,24,-,M,-,8
25,Don S Pickett,0:52:32,5,0:57:32,72,-,25,39,M,-,5
26,A Heingmann,0:52:33,0,0:52:33,20,-,26,-,M,-,0
27,W E Long,0:52:34,0,0:52:34,21,-,27,-,M,-,0
28,R G Crow,0:52:50,0,0:52:50,22,-,28,-,M,-,0
29,T C Mackey,0:52:56,5,0:57:56,74,-,29,-,M,-,5
30,E Hurtado,0:53:03,0,0:53:03,23,-,30,-,M,-,0
31,S R Blake,0:53:04,3,0:56:04,46,-,31,-,M,-,3
32,P E Kelly,0:53:05,5,0:58:05,78,-,32,-,M,-,5
33,H Potter,0:53:06,0,0:53:06,24,-,33,-,M,-,0
34,R Thaning,0:53:08,0,0:53:08,25,-,34,-,M,-,0
35,K Griepenburg,0:53:13,0,0:53:13,26,-,35,-,M,-,0
36,R L Scott,0:53:20,0,0:53:20,27,-,36,-,M,-,0
37,R E Elijah,0:53:27,3,0:56:27,53,-,37,-,M,-,3
38,R S Nordlie,0:53:28,0,0:53:28,28,-,38,-,M,-,0
39,M Tomlinson,0:54:11,0,0:54:11,29,-,39,-,M,-,0
40,R C Kerswill,0:54:33,0,0:54:33,30,-,40,-,M,-,0
41,D N Taylor,0:54:35,0,0:54:35,31,-,41,-,M,-,0
42,J Larson,0:54:38,0,0:54:38,32,-,42,-,M,-,0
43,P Pellegrin,0:54:39,0,0:54:39,33,-,43,-,M,-,0
44,O H Miles,0:54:43,11,1:05:43,169,-,44,-,M,-,11
45,W Akiyama,0:54:50,0,0:54:50,34,-,45,-,M,-,0
46,G E Blachard,0:55:02,0,0:55:02,35,-,46,-,M,-,0
47,O Desmond,0:55:03,0,0:55:03,36,-,47,-,M,-,0
48,R Ruggeri,0:55:04,0,0:55:04,37,-,48,-,M,-,0
49,J Biancalana,0:55:11,15,1:10:11,211,-,49,-,M,-,15
50,J Sullivan,0:55:24,0,0:55:24,38,-,50,-,M,-,0
51,D Brown,0:55:34,0,0:55:34,39,-,51,-,M,-,0
52,D A Barni,0:55:43,0,0:55:43,40,-,52,-,M,-,0
53,L M Higgins,0:55:44,0,0:55:44,41,-,53,-,M,-,0
54,J F Tracy,0:55:54,0,0:55:54,42,-,54,-,M,-,0
55,A Vollmer,0:55:56,0,0:55:56,43,-,55,-,M,-,0
56,H Labrie,0:56:01,0,0:56:01,45,-,56,-,M,-,0
57,M J Alcedo,0:56:15,0,0:56:15,47,-,57,-,M,-,0
58,D M George,0:56:17,0,0:56:17,48,-,58,-,M,-,0
59,T Beck,0:56:19,0,0:56:19,49,-,59,-,M,-,0
60,R C Markley,0:56:21,0,0:56:21,50,-,60,-,M,-,0
61,J R Johnson,0:56:23,0,0:56:23,51,-,61,-,M,-,0
62,R G Woodlift,0:56:26,0,0:56:26,52,-,62,-,M,-,0
63,D R Ziftfel,0:56:27,0,0:56:27,54,-,63,-,M,-,0
64,R J McGuire,0:56:34,0,0:56:34,55,-,64,-,M,-,0
65,A J Ting,0:56:36,0,0:56:36,56,-,65,-,M,-,0
66,J Miller,0:56:49,0,0:56:49,57,-,66,-,M,-,0
67,S L Wilton,0:56:50,0,0:56:50,58,-,67,-,M,-,0
68,W C Jones,0:56:51,0,0:56:51,59,-,68,-,M,-,0
69,G Aronson,0:56:57,0,0:56:57,60,-,69,-,M,-,0
70,W P Cronin,0:57:02,0,0:57:02,61,-,70,-,M,-,0
71,F R Harerty,0:57:03,0,0:57:03,62,-,71,-,M,-,0
72,K V Kruse,0:57:07,0,0:57:07,63,-,72,-,M,-,0
