place_overall,name,clock_time,head_start,actual_time,time_place,race,race_place,age,sex,bib,group
1,Gregg Sparks,0:41:19,11,0:52:19,24,-,1,-,M,-,11
2,Tim Terriberry,0:42:39,4,0:56:39,55,-,2,-,M,-,4
3,Mark Leonard,0:43:11,14,0:57:11,57,-,3,-,M,-,14
4,Groge Kennedy,0:43:26,13,0:56:26,53,-,4,-,M,-,13
5,Richard McQueen,0:44:39,13,0:57:39,60,-,5,-,M,-,13
6,Stanton Brodie,0:45:04,13,0:58:04,63,-,6,-,M,-,13
7,Jim Cagne,0:45:20,14,0:59:20,74,-,7,-,M,-,14
8,Mark Falcone,0:45:38,7,0:52:38,28,-,8,-,M,-,7
9,Tom Dooley,0:47:14,12,0:59:14,73,-,9,-,M,-,12
10,Bill Morgan,0:47:29,0,0:47:29,1,-,10,-,M,-,0
11,unknown,0:47:30,0,0:47:30,2,-,11,-,M,-,0
12,unknown,0:47:31,0,0:47:31,3,-,12,-,M,-,0
13,Robert Timmons,0:47:37,15,1:02:37,108,-,13,-,M,-,15
14,Jeff Mountain,0:47:36,12,0:59:46,78,-,14,-,M,-,12
15,Russell Mahon,0:47:53,3,0:50:53,14,-,15,-,M,-,3
16,Howard Brass,0:47:54,13,1:00:54,91,-,16,-,M,-,13
17,Chuck Colburn,0:48:05,8,0:56:05,50,-,17,-,M,-,8
18,Donald Pickerring,0:48:19,14,1:02:19,105,-,18,-,M,-,14
19,Bob Lindstaedt,0:48:27,8,0:56:27,54,-,19,-,M,-,8
20,Franklin Robben,0:48:29,15,1:03:29,110,-,20,-,M,-,15
21,unknown,0:48:29,0,0:48:29,4,-,21,-,M,-,0
22,Pat Whitherspoon,0:48:42,6,0:54:42,37,-,22,-,M,-,6
23,Larry Trujillo,0:49:07,2,0:51:07,17,-,23,-,M,-,2
24,Mike Ryan,0:49:07,0,0:49:07,5,-,24,-,M,-,0
25,Darryl Beardall,0:49:44,0,0:49:44,6,-,25,-,M,-,0
