place_overall,name,clock_time,head_start,actual_time,time_place,race,race_place,age,sex,bib,group
1,Donald S Pickett,0:46:14,8,0:54:14,,-,1,40,-,-,8
2,Mike Brian Wolford,0:46:21,15,1:01:21,,-,2,-,-,-,15
3,Jack G Kirk,0:46:51,15,1:01:51,,-,3,61,M,-,15
4,Byron J Lowery,0:47:51,0,0:47:51,,-,4,-,-,-,0
5,David Bruce Cords,0:47:56,0,0:47:56,,-,5,-,-,-,0
6,Darold Ray Dent,0:47:58,0,0:47:58,,-,6,-,-,-,0
7,Jack Lawson,0:48:16,0,0:48:16,,-,7,-,-,-,0
8,William (Bill) Ferlatte,0:48:28,0,0:48:28,,-,8,27,M,-,0
9,Michael Dailey,0:48:30,0,0:48:30,,-,9,-,-,-,0
10,William Mackey,0:48:34,8,0:56:34,,-,10,-,-,-,8
11,Edward Sias,0:48:35,11,0:59:35,,-,11,-,-,-,11
12,Darryl Beardall,0:48:38,0,0:48:38,,-,12,-,-,-,0
13,Bruce Johnson,0:48:49,0,0:48:49,,-,13,-,-,-,0
14,Lawrence Hoyt,0:49:29,8,0:57:29,,-,14,-,-,-,8
15,Darryl Berry,0:49:32,0,0:49:32,,-,15,-,-,-,0
16,Joe Whytock,0:49:33,0,0:49:33,,-,16,-,-,-,0
17,Pat Kelly,0:49:48,0,0:49:48,,-,17,-,-,-,0
18,Jerome Dirkes,0:49:48,0,0:49:48,,-,18,-,-,-,0
19,Ron Elijah,0:50:14,0,0:50:14,,-,19,-,-,-,0
20,Greg Patrick,0:50:24,15,1:05:24,,-,20,-,-,-,15
21,Don L Makela,0:50:28,0,0:50:28,,-,21,17,M,-,0
22,Alex Zygaczpnko,0:50:55,0,0:50:55,,-,22,-,-,-,0
23,Steve Brown,0:51:11,0,0:51:11,,-,23,-,-,-,0
24,David Barni,0:51:21,0,0:51:21,,-,24,-,-,-,0
25,K L Napier,0:51:22,5,0:56:22,,-,25,-,-,-,5
26,Robert Biancalana,0:51:25,8,0:59:25,,-,26,-,-,-,8
27,Sam Ring,0:51:27,0,0:51:27,,-,27,-,-,-,0
28,Peter Hildebrand,0:51:38,0,0:51:38,,-,28,-,-,-,0
29,Marc Tomlinson,0:51:40,0,0:51:40,,-,29,-,-,-,0
30,Andrew Vollmer,0:52:04,0,0:52:04,,-,30,-,-,-,0
31,Thomas Beck,0:52:06,0,0:52:06,,-,31,-,-,-,0
32,Warren Slocum,0:52:23,0,0:52:23,,-,32,-,-,-,0
33,Herb Potter,0:52:25,0,0:52:25,,-,33,-,-,-,0
34,Unofficial,-,-,-,,-,34,-,-,-,-
35,Vance Eberly,0:52:30,15,1:07:30,,-,35,-,-,-,15
36,Michael Biancalana,0:52:41,0,0:52:41,,-,36,-,-,-,0
37,Frack Harrison,0:52:47,8,1:00:47,,-,37,-,-,-,8
38,John Shane,0:53:00,0,0:53:00,,-,38,-,-,-,0
39,Ron Kesecker,0:53:10,0,0:53:10,,-,39,-,-,-,0
40,Unofficial,-,-,-,,-,40,-,-,-,-
41,Steve Carroll,0:53:18,0,0:53:18,,-,41,-,-,-,0
42,Wayne Akiyama,0:53:24,0,0:53:24,,-,42,-,-,-,0
43,Jeff Renneberb,0:53:25,0,0:53:25,,-,43,-,-,-,0
44,Peter Mattei,0:53:27,8,1:01:27,,-,44,-,-,-,8
45,Kevin Pusser,0:53:22,0,0:53:22,,-,45,-,-,-,0
46,Donald Lee,0:53:35,15,1:08:35,,-,46,-,-,-,15
47,John Satti,0:53:38,11,1:04:38,,-,47,-,-,-,11
48,Phil Darnall,0:53:41,0,0:53:41,,-,48,-,-,-,0
49,Bruce Kvefn Er,0:53:49,0,0:53:49,,-,49,-,-,-,0
50,Joseph Alan Belton,0:53:58,0,0:53:58,,-,50,-,-,-,0
51,Unofficial,-,-,-,,-,51,-,-,-,-
52,Rick Jurgens,0:54:32,0,0:54:32,,-,52,-,-,-,0
53,Shane Pat,0:54:32,0,0:54:32,,-,53,-,-,-,0
54,John McIntire,0:54:34,0,0:54:34,,-,54,-,-,-,0
55,Donald Wall,0:54:42,0,0:54:42,,-,55,-,-,-,0
56,Jay Neuh Aus,0:54:43,0,0:54:43,,-,56,-,-,-,0
57,Robert (Bob) D Bunnell,0:54:44,0,0:54:44,,-,57,17,M,-,0
58,Karl Griepenburg,0:54:45,0,0:54:45,,-,58,-,-,-,0
59,Ray Batz,0:54:49,0,0:54:49,,-,59,-,-,-,0
60,William Gillinham,0:54:50,0,0:54:50,,-,60,-,-,-,0
61,George Stewart,0:54:51,0,0:54:51,,-,61,-,-,-,0
62,Jan Remak,0:55:04,0,0:55:04,,-,62,-,-,-,0
63,Dave Taylor,0:55:05,0,0:55:05,,-,63,-,-,-,0
64,Dave Stancliff,0:55:08,0,0:55:08,,-,64,-,-,-,0
65,Bruce Leary,0:55:12,0,0:55:12,,-,65,-,-,-,0
66,Mark Milstead,0:55:17,15,1:10:17,,-,66,-,-,-,15
67,Alex Danner,0:55:25,15,1:10:25,,-,67,-,-,-,15
68,Brian Grant,0:55:37,15,1:10:37,,-,68,-,-,-,15
69,Kurt Schroers,0:55:42,0,0:55:42,,-,69,-,-,-,0
70,Louis B Fields Sr,0:55:43,11,1:06:43,,-,70,-,-,-,11
71,Frank Otto Uher,0:55:48,0,0:55:48,,-,71,-,-,-,0
72,Monte R Wolford,0:55:49,5,1:00:49,,-,72,-,-,-,5
73,James O'Neil,0:55:51,8,1:03:51,,-,73,-,-,-,8
74,Mark Forry,0:55:52,0,0:55:52,,-,74,-,-,-,0
75,Stanley Vokajlovich,0:55:54,0,0:55:54,,-,75,-,-,-,0
76,Albert Leroy Arnold,0:55:54,8,1:03:54,,-,76,-,-,-,8
77,Charles Short,0:55:55,8,1:03:55,,-,77,-,-,-,8
78,Ote Miles,0:55:56,11,1:06:56,,-,78,-,-,-,11
79,Richard Hammond,0:55:57,8,1:03:57,,-,79,-,-,-,8
80,Mark Ehrahimian,0:55:58,0,0:55:58,,-,80,-,-,-,0
81,? ?,-,-,-,,-,81,-,-,-,-
82,Armand Castro,0:55:04,8,1:03:04,,-,82,-,-,-,8
83,Steven Filante,0:56:10,3,0:59:10,,-,83,-,-,-,3
84,Richard McCormick,0:56:13,0,0:56:13,,-,84,-,-,-,0
85,Vance D Koerner,0:56:14,8,1:04:14,,-,85,-,-,-,8
86,Mario G Beeker,0:56:15,0,0:56:15,,-,86,-,-,-,0
87,John Guerin,0:56:17,0,0:56:17,,-,87,-,-,-,0
88,Keith Kruse,0:56:19,0,0:56:19,,-,88,-,-,-,0
89,Scott Bucfinch,0:56:20,0,0:56:20,,-,89,-,-,-,0
90,Mike L  Buzbee,0:56:21,0,0:56:21,,-,90,-,-,-,0
91,Pat L Buzbee,0:56:24,0,0:56:24,,-,91,-,-,-,0
92,Christopher Alan Healy,0:56:25,0,0:56:25,,-,92,-,-,-,0
93,William Long,0:56:29,0,0:56:29,,-,93,-,-,-,0
94,John Timmerman,0:56:33,0,0:56:33,,-,94,-,-,-,0
95,Robert Lualhati,0:56:40,5,1:01:40,,-,95,-,-,-,5
96,Charles Frosolone,0:56:42,5,1:01:42,,-,96,-,-,-,5
97,John Hutchinson,0:56:49,8,1:04:49,,-,97,-,-,-,8
98,Wayne Doud,0:56:50,0,0:56:50,,-,98,-,-,-,0
99,? ?,-,-,-,,-,99,-,-,-,-
100,Flory Rodd,0:56:52,8,1:04:52,,-,100,-,-,-,8
101,? ?,-,-,-,,-,101,-,-,-,-
102,Robert Abernathy,0:56:57,0,0:56:57,,-,102,-,-,-,0
103,Michael Kavanagh,0:56:58,0,0:56:58,,-,103,-,-,-,0
104,Ralph Johnson,0:57:01,0,0:57:01,,-,104,-,-,-,0
105,George Coon,0:57:02,0,0:57:02,,-,105,-,-,-,0
106,Paul Medeiros,0:57:07,0,0:57:07,,-,106,-,-,-,0
107,David L Nelson,0:57:09,3,1:00:09,,-,107,-,-,-,3
108,James F Grant,0:57:12,8,1:05:12,,-,108,-,-,-,8
109,Darren Walton,0:57:18,0,0:57:18,,-,109,-,-,-,0
110,Tertius Chandler,0:57:19,11,1:08:19,,-,110,-,-,-,11
111,Patrick Bowen,0:57:26,0,0:57:26,,-,111,-,-,-,0
112,Lenny Higgins,0:57:28,0,0:57:28,,-,112,-,-,-,0
113,Robert James McGuire,0:57:30,0,0:57:30,,-,113,-,-,-,0
114,David Michael Witter,0:57:31,3,1:00:31,,-,114,-,-,-,3
115,Leo Albert,0:57:38,0,0:57:38,,-,115,-,-,-,0
116,Robert Gormley,0:57:49,0,0:57:49,,-,116,-,-,-,0
117,Leo A  Terado,0:57:50,0,0:57:50,,-,117,-,-,-,0
118,Philip Russell,0:57:51,0,0:57:51,,-,118,-,-,-,0
119,Mike Palomino,0:57:52,0,0:57:52,,-,119,-,-,-,0
120,Mark M  Reese,0:57:53,0,0:57:53,,-,120,-,-,-,0
121,Tom Whitehead,0:57:55,0,0:57:55,,-,121,-,-,-,0
122,John Kaufmann,0:57:57,0,0:57:57,,-,122,-,-,-,0
123,? ?,-,-,-,,-,123,-,-,-,-
124,Robert Yslas,0:58:00,0,0:58:00,,-,124,-,-,-,0
125,John Paul Silva,0:58:01,0,0:58:01,,-,125,-,-,-,0
126,Mark Wolford,0:58:02,3,1:01:02,,-,126,-,-,-,3
127,Donald Kiernan,0:58:06,5,1:03:06,,-,127,-,-,-,5
