place_overall,name,clock_time,head_start,actual_time,time_place,race,race_place,age,sex,bib,group
1,John Hassard,1:02:45,10,1:12:45,-,-,-,-,M,-,10
2,Cornelius Connelly,1:04:22,0,1:04:22,-,-,-,-,M,-,0
3,G Evans,1:06:40,9,1:15:40,-,-,-,-,M,-,9
4,Lester Thompson,1:07:00,5,1:12:00,-,-,-,-,M,-,5
5,George Burgers,1:07:45,11,1:18:45,-,-,-,-,M,-,11
6,L  J Brown,1:09:15,4,1:13:15,-,-,-,-,M,-,4
7,M McCourtney,1:09:40,12,1:21:40,-,-,-,-,M,-,12
8,Guy Ransom,1:09:50,7,1:16:50,-,-,-,-,M,-,7
9,Joseph Valentine,1:10:20,9,1:19:20,-,-,-,-,M,-,9
10,D A Cushing,1:10:55,5,1:15:55,-,-,-,-,M,-,5
11,W J Waters,1:10:58,6,1:16:58,-,-,-,-,M,-,6
12,Lloyd Rickman,1:11:30,1,1:12:30,-,-,-,-,M,-,1
13,E Norman,1:11:32,4,1:15:32,-,-,-,-,M,-,4
14,Leslie Lang,1:11:40,6,1:17:40,-,-,-,-,M,-,6
15,Neil Parker,1:11:50,9,1:20:50,-,-,-,-,M,-,9
16,S O Beesley,1:12:10,6,1:18:10,-,-,-,-,M,-,6
17,H F Booker,1:12:11,5,1:17:11,-,-,-,-,M,-,5
18,Fred Burgers,1:12:15,6,1:18:15,-,-,-,-,M,-,6
19,Paul O'Neil,1:12:19,10,1:22:19,-,-,-,-,M,-,10
20,I Ferrari,1:12:20,5,1:17:20,-,-,-,-,M,-,5
21,E Hartley,1:12:46,5,1:17:46,-,-,-,-,M,-,5
22,D M McCarthy,1:13:16,5,1:18:16,-,-,-,-,M,-,5
23,E S Millard,1:13:35,5,1:18:35,-,-,-,-,M,-,5
24,F N Hollman,1:13:55,6,1:19:55,-,-,-,-,M,-,6
25,James Block,1:14:00,4,1:18:00,-,-,-,-,M,-,4
26,E Egan,1:14:06,6,1:20:06,-,-,-,-,M,-,6
27,R Gillespie,1:14:45,7,1:21:45,-,-,-,-,M,-,7
28,J Friedel,1:15:00,4,1:19:00,-,-,-,-,M,-,4
29,O Wagner,1:15:59,9,1:24:59,-,-,-,-,M,-,9
30,E G Ackh,1:15:50,9,1:24:50,-,-,-,-,M,-,9
31,H Meyer,1:14:09,8,1:22:09,-,-,-,-,M,-,8
32,Sig Cahen,1:16:03,12,1:28:03,-,-,-,-,M,-,12
33,W H Bowie,1:22:13,0,1:22:13,-,-,-,-,M,-,0
34,Neil McMahan,1:16:30,12,1:28:30,-,-,-,-,M,-,12
35,H Atkinson,1:17:20,7,1:24:20,-,-,-,-,M,-,7
36,C W Olsen,1:17:49,5,1:22:49,-,-,-,-,M,-,5
37,W Boyd,1:17:54,9,1:26:54,-,-,-,-,M,-,9
38,H Cook,1:17:55,9,1:26:55,-,-,-,-,M,-,9
39,M F Sparks,1:17:51,4,1:21:51,-,-,-,-,M,-,4
40,C Shaife,1:18:06,10,1:28:06,-,-,-,-,M,-,10
41,R Attridge,1:18:09,6,1:24:09,-,-,-,-,M,-,6
42,J Butler,1:20:13,4,1:24:13,-,-,-,-,M,-,4
43,R N Savage,1:18:17,4,1:22:17,-,-,-,-,M,-,4
44,W Kelly,1:18:36,6,1:24:36,-,-,-,-,M,-,6
45,H Harran,1:23:25,5,1:28:25,-,-,-,-,M,-,5
46,H Brown,1:11:26,19,1:30:26,-,-,-,-,M,-,19
47,R Herrick,1:18:06,6,1:24:06,-,-,-,-,M,-,6
48,J Glasman,1:14:52,12,1:26:52,-,-,-,-,M,-,12
49,R Waifield,1:18:56,12,1:30:56,-,-,-,-,M,-,12
50,H L Groves,1:18:56,4,1:22:56,-,-,-,-,M,-,4
51,R S Weaver,1:19:06,2,1:21:06,-,-,-,-,M,-,2
52,A Giarner,1:14:15,6,1:20:15,-,-,-,-,M,-,6
53,C H Congdon,1:20:45,6,1:26:45,-,-,-,-,M,-,6
54,H Stoff,1:20:56,12,1:32:56,-,-,-,-,M,-,12
55,F Bernieke,1:20:56,4,1:24:56,-,-,-,-,M,-,4
56,Paul Boilom,1:21:26,4,1:25:26,-,-,-,-,M,-,4
57,J Galen,1:22:38,6,1:28:38,-,-,-,-,M,-,6
58,G Bayreuther,1:18:36,16,1:34:36,-,-,-,-,M,-,16
59,A Fitzgerald,1:22:40,10,1:32:40,-,-,-,-,M,-,10
60,F Berry,1:24:20,6,1:30:20,-,-,-,-,M,-,6
61,M Henake,1:24:56,12,1:36:56,-,-,-,-,M,-,12
62,M H Crowe,1:22:56,7,1:29:56,-,-,-,-,M,-,7
63,J Ford,1:25:10,10,1:35:10,-,-,-,-,M,-,10
64,H Arthur,1:27:25,5,1:32:25,-,-,-,-,M,-,5
65,W F Bull,1:29:50,4,1:33:50,-,-,-,-,M,-,4
66,J T Begies,1:30:10,13,1:43:10,-,-,-,-,M,-,13
67,C McDermott,1:31:15,4,1:35:15,-,-,-,-,M,-,4
68,D S Isaaccaon,1:36:50,12,1:48:50,-,-,-,-,M,-,12
69,Isaac Day,1:37:15,5,1:42:15,-,-,-,-,M,-,5
70,A Alexander,1:35:40,12,1:47:40,-,-,-,-,M,-,12
71,W Deckelman,1:40:00,5,1:45:00,-,-,-,-,M,-,5
