place_overall,name,clock_time,head_start,actual_time,time_place,race,race_place,age,sex,bib,group
1,Peter Joseph McArdle,0:47:30,0,0:47:30,11,-,1,-,M,-,0
2,James W Jacobs,0:49:32,4,0:53:32,13,-,2,-,M,-,4
3,Stuart T Sparling,0:50:15,1,0:51:15,12,-,3,-,M,-,1
4,Bill Ranney,0:53:02,3,0:56:02,18,-,4,-,M,-,3
5,Wes Hildreth,0:53:20,1,0:54:20,14,-,5,-,M,-,1
6,Joe King,0:53:47,4,0:57:47,23,-,6,-,M,-,4
7,William (Bill) Ferlatte,0:53:50,2,0:55:50,16,-,7,21,M,-,2
8,Jim McNutt,0:53:53,2,0:55:53,17,-,8,-,M,-,2
9,Tom Tuite,0:54:26,1,0:55:26,15,-,9,-,M,-,1
10,David Joseph Lower,0:54:30,2,0:56:30,19,-,10,-,M,-,2
11,Keith  Ian Stapleton,0:56:20,2,0:58:20,24,-,11,-,M,-,2
12,Walter Jaquith Jr,0:56:26,1,0:57:26,20,-,12,-,M,-,1
13,Jay Pengra,0:56:29,1,0:57:29,21,-,13,-,M,-,1
14,Eastaban J  Valle Jr,0:56:43,1,0:57:43,22,-,14,-,M,-,1
15,Robert L Fisher,0:57:04,2,0:59:04,25,-,15,-,M,-,2
16,Robert D Sutherland-Rice,0:58:31,2,1:00:31,27,-,16,-,M,-,2
17,Otis H Miles,0:58:55,5,1:03:55,34,-,17,-,M,-,5
18,Carl J Jensen,0:59:08,3,1:02:08,31,-,18,-,M,-,3
19,Jack G Kirk,0:59:20,5,1:04:20,37,-,19,56,M,-,5
20,Floyd M Godwin,0:59:25,1,1:00:25,26,-,20,-,M,-,1
21,Terry W Buettner,1:00:00,3,1:03:00,32,-,21,-,M,-,3
22,Steve L Tingley,1:00:02,2,1:02:02,30,-,22,-,M,-,2
23,Barney Francis Hope,1:00:18,4,1:04:18,36,-,23,-,M,-,4
24,Wendell Seablom,1:00:22,1,1:01:22,29,-,24,-,M,-,1
25,Phillip M Smith,1:00:31,0,1:00:31,28,-,25,24,M,-,0
26,Randolph Keller,1:00:48,2,1:04:48,38,-,26,-,M,-,2
27,Ramos Foote,1:02:16,2,1:04:16,35,-,27,-,M,-,2
28,Glen Diffenbaugh,1:02:28,1,1:03:28,33,-,28,-,M,-,1
29,Raymond Batz,1:02:50,2,1:04:50,39,-,29,-,M,-,2
30,Armande Lopez,1:03:07,2,1:05:07,41,-,30,-,M,-,2
31,Douglas Shippley,1:04:01,1,1:05:01,40,-,31,-,M,-,1
32,Fritz Tietze,1:04:20,2,1:06:20,43,-,32,-,M,-,2
33,Dan Smith,1:05:02,1,1:06:02,42,-,33,-,M,-,1
34,Alan Kent,1:06:18,6,1:12:18,52,-,34,-,M,-,6
35,John Satti,1:06:19,5,1:11:19,45,-,35,-,M,-,5
36,Philip C Mooers,1:07:58,5,1:12:58,53,-,36,-,M,-,5
37,Jack E Robinson,1:08:20,3,1:11:20,46,-,37,-,M,-,3
38,Butch Hammer,1:09:12,3,1:12:13,50,-,38,-,M,-,3
39,James C Forysth,1:09:15,3,1:12:15,51,-,39,-,M,-,3
40,Leon Lewis,1:09:36,1,1:10:36,44,-,40,-,M,-,1
41,Vince Wojnar,1:10:05,2,1:12:05,47,-,41,-,M,-,2
42,Michael A Patterson,1:10:06,2,1:12:06,48,-,42,-,M,-,2
43,Bill Romell,1:10:08,2,1:12:08,49,-,43,-,M,-,2
44,Russell G Merriam,1:11:17,2,1:13:17,54,-,44,-,M,-,2
45,Eric Jarvis,1:15:40,4,1:17:40,57,-,45,-,M,-,4
46,Paul C Richardson,1:13:42,4,1:17:42,58,-,46,-,M,-,4
47,Fred Hines,1:14:36,2,1:16:36,55,-,47,-,M,-,2
48,Bob Sherman,1:14:43,2,1:16:43,56,-,48,-,M,-,2
49,James Vanya,1:15:18,5,1:20:18,60,-,49,-,M,-,5
50,Bruce S Campbell,1:16:48,5,1:21:48,61,-,50,-,M,-,5
51,Lui Losier,1:18:55,6,1:24:55,64,-,51,-,M,-,6
52,John De Benadiotis,1:19:23,3,1:22:23,62,-,52,-,M,-,3
53,Darryl Beardall,1:19:37,0,1:19:37,59,-,53,-,M,-,0
54,Richard W Annis,1:21:57,1,1:22:57,63,-,54,-,M,-,1
55,George W Cagwin,1:23:52,2,1:25:52,66,-,55,-,M,-,2
56,Walter Stack,1:23:56,1,1:24:56,65,-,56,-,M,-,1
57,Salvatore Lucia,1:32:25,15,1:47:25,71,-,57,-,M,-,15
58,Birney Jarvis,1:34:35,4,1:38:35,69,-,58,-,M,-,4
59,Weldon Smith,1:34:40,1,1:35:40,67,-,59,-,M,-,1
60,John Patterson,1:36:58,1,1:37:58,68,-,60,-,M,-,1
61,Robert D Derrigan Jr,1:37:45,3,1:40:45,70,-,61,-,M,-,3
