place_overall,name,clock_time,head_start,actual_time,time_place,race,race_place,age,sex,bib,group
1,William Dreyer,0:48:26,8,0:56:26,4,-,1,-,M,-,8
2,John Kwartz,0:49:02,6,0:55:02,3,-,2,-,M,-,6
3,William McCurdy,0:49:18,5,0:54:18,1,-,3,-,M,-,5
4,Robert Seaman,0:49:49,8,0:57:49,8,-,4,-,M,-,8
5,Arnold Scott,0:50:34,6,0:56:34,5,-,5,-,M,-,6
6,Gene Haran,0:50:44,4,0:54:44,2,-,6,-,M,-,4
7,Allen Nelson,0:50:50,8,0:58:50,11,-,7,-,M,-,8
8,Herb Wright,0:51:18,10,1:01:18,16,-,8,-,M,-,10
9,Raymond Isle,0:51:46,5,0:56:46,6,-,9,-,M,-,5
10,John Van Sant,0:51:47,8,0:59:47,12,-,10,-,M,-,8
11,Jack G Kirk,-,-,0:57:03,7,-,11,35,M,-,-
12,John Lakegaard,-,-,1:00:22,13,-,12,-,M,-,-
13,George Wilson,-,-,0:58:41,10,-,13,-,M,-,-
14,MacCono Andrew,-,-,1:02:43,19,-,14,-,M,-,-
15,Jas Baggett,-,-,1:00:45,15,-,15,-,M,-,-
16,Willima Mazzini,-,-,0:57:52,9,-,16,-,M,-,-
17,Don Torrenga,-,-,1:04:23,25,-,17,-,M,-,-
18,John Pallaoro,-,-,1:03:47,24,-,18,-,M,-,-
19,John Hansen,-,-,1:03:01,22,-,19,-,M,-,-
20,John Breslin,-,-,1:02:21,18,-,20,-,M,-,-
21,Ernie Marinoni,-,-,1:00:37,14,-,21,-,M,-,-
22,John Iredale,-,-,1:04:59,27,-,22,-,M,-,-
23,Homer Pappas,-,-,1:06:48,30,-,23,-,M,-,-
24,Ed Ardoin,-,-,1:06:48,31,-,24,-,M,-,-
25,Robert Crabb,-,-,1:04:42,26,-,25,-,M,-,-
26,Bob Weyland,-,-,1:02:46,20,-,26,-,M,-,-
27,Walter Bertrand,-,-,1:01:53,17,-,27,-,M,-,-
28,Joseph Ross,-,-,1:12:15,36,-,28,-,M,-,-
29,Armando Pelleretti,-,-,1:08:56,34,-,29,-,M,-,-
30,Thos Laughran,-,-,1:07:09,33,-,30,-,M,-,-
31,John McFarland,-,-,1:05:56,29,-,31,-,M,-,-
32,Al  Johnson,-,-,1:02:57,21,-,32,-,M,-,-
33,Bruno Bassini,-,-,1:03:41,23,-,33,-,M,-,-
34,Spencer Reed,-,-,1:04:59,28,-,34,-,M,-,-
35,George Stein,-,-,1:07:02,32,-,35,-,M,-,-
36,W Taylor,-,-,1:17:56,37,-,36,-,M,-,-
37,Peter C Lucio,-,-,1:18:15,38,-,37,-,M,-,-
38,H Schasfina,-,-,1:09:58,35,-,38,-,M,-,-
