place_overall,name,clock_time,head_start,actual_time,time_place,race,race_place,age,sex,bib,group
1,Alan Beardall,0:46:07,3,0:49:07,4,-,1,-,M,-,3
2,William (Bill) Ferlatte,0:46:27,2,0:48:27,2,-,2,22,M,-,2
3,Bill Ranney,0:47:35,5,0:52:35,6,-,3,-,M,-,5
4,Sigurd Hope,0:47:39,4,0:51:39,5,-,4,-,M,-,4
5,Darryl Beardall,0:48:02,0,0:48:02,1,-,5,-,M,-,0
6,Carl Jensen,0:48:28,5,0:53:28,7,-,6,-,M,-,5
7,Joe King,0:48:29,8,0:56:29,8,-,7,-,M,-,8
8,Ronald Davis,0:48:31,0,0:48:31,3,-,8,-,M,-,0
9,Michael Patterson,0:48:37,15,1:03:37,9,-,9,-,M,-,15
10,James Forsyth,0:48:38,15,1:03:38,10,-,10,-,M,-,15
