place_overall,name,clock_time,head_start,actual_time,time_place,race,race_place,age,sex,bib,group
1,William Westergaard,0:47:39,4,0:51:39,-,-,1,-,M,-,4
2,Clarence Hazeleur,0:48:15,8,0:56:15,-,-,2,-,M,-,8
3,William Magner,0:48:45,6,0:54:45,-,-,3,-,M,-,6
4,Clifford Carroll,0:48:45,7,0:55:45,-,-,4,-,M,-,7
5,Frank Eames,0:49:15,4,0:53:15,-,-,5,-,M,-,4
6,Jules Linder,0:49:20,6,0:55:20,-,-,6,-,M,-,6
7,Ernest Bohm,0:50:56,2,0:52:56,-,-,7,-,M,-,2
8,Henry Anderes,0:51:00,6,0:57:00,-,-,8,-,M,-,6
9,Vincenzo Goso,0:51:01,4,0:55:01,-,-,9,-,M,-,4
10,Albert Tiensuu,0:51:30,7,0:58:30,-,-,10,-,M,-,7
11,Dominic Stratta,0:51:31,4,0:55:31,-,-,11,-,M,-,4
12,John Shearn,0:51:03,1.3,0:52:33,-,-,12,-,M,-,1.3
13,Pietro Giordaneno,0:52:03,4,0:56:03,-,-,13,-,M,-,4
14,Jacob Nathan,0:52:05,7,0:59:05,-,-,14,-,M,-,7
15,O Machota,0:52:05,8,1:00:05,-,-,15,-,M,-,8
16,C E Lindeidion,0:51:06,1.3,0:52:36,-,-,16,-,M,-,1.3
17,L Stanford,0:52:32,5,0:57:32,-,-,17,-,M,-,5
18,Pietro Pravetont,0:52:43,4,0:56:43,-,-,18,-,M,-,4
19,F McWillier,0:52:50,5,0:57:50,-,-,19,-,M,-,5
20,F Sutcliffe,0:52:58,0,0:52:58,-,-,20,-,M,-,0
21,Ernest J Joleie,0:53:05,8,1:01:05,-,-,21,-,M,-,8
22,C Y Neukireh,0:53:17,2,0:55:17,-,-,22,-,M,-,2
23,Ernest Fuller,0:53:45,2,0:55:45,-,-,23,-,M,-,2
24,M Reynolds,0:54:05,8,1:02:05,-,-,24,-,M,-,8
25,William F Whitsan,0:53:07,5,0:58:07,-,-,25,-,M,-,5
26,E  Heino,0:54:30,10,1:04:30,-,-,26,-,M,-,10
27,J,-,-,-,-,-,27,-,M,-,-
28,M Matta,0:54:33,6,1:00:33,-,-,28,-,M,-,6
29,J D Beckner,0:54:45,5.3,1:00:15,-,-,29,-,M,-,5.3
30,W  Tiensuu,0:55:03,6,1:01:03,-,-,30,-,M,-,6
31,A  J Cameron,0:55:10,6,1:01:10,-,-,31,-,M,-,6
32,W Yamakawa,0:55:11,4,0:59:11,-,-,32,-,M,-,4
33,Dominic Arandt,0:55:50,9,1:04:50,-,-,33,-,M,-,9
34,G Dunphy,0:56:00,8,1:04:00,-,-,34,-,M,-,8
35,T Valdor,0:57:01,4,1:01:01,-,-,35,-,M,-,4
36,R Hooker,0:57:02,4,1:01:02,-,-,36,-,M,-,4
37,R Goiding,0:57:10,8,1:05:10,-,-,37,-,M,-,8
38,L A Reynolds,0:58:05,6,1:04:05,-,-,38,-,M,-,6
39,W C Schartatein,0:59:16,6,1:05:16,-,-,39,-,M,-,6
40,J Prava,0:59:32,4,1:03:32,-,-,40,-,M,-,4
41,Zech,0:59:06,8,1:07:06,-,-,41,-,M,-,8
42,R Locka,0:58:20,10,1:08:20,-,-,42,-,M,-,10
43,L Smith,-,10,-,-,-,43,-,M,-,10
44,J Toba,1:00:22,8,1:08:22,-,-,44,-,M,-,8
45,W O Johnson,-,4,-,-,-,45,-,M,-,4
46,W,1:00:36,10,1:10:36,-,-,46,-,M,-,10
47,F,1:00:50,4,1:04:50,-,-,47,-,M,-,4
48,Henry Magner,1:00:54,6,1:06:54,-,-,48,-,M,-,6
49,R Masias,1:01:35,5,1:06:35,-,-,49,-,M,-,5
50,J Stross,1:02:55,8,1:10:55,-,-,50,-,M,-,8
51,? Mancino,1:02:20,10,1:12:20,-,-,51,-,M,-,10
52,W E Mahood,1:02:15,10,1:12:15,-,-,52,-,M,-,10
53,J Giordaneno,1:03:30,4,1:07:30,-,-,53,-,M,-,4
54,M Hallett,1:04:20,7,1:11:20,-,-,54,-,M,-,7
55,Henry H Beckner,1:05:21,7,1:12:21,-,-,55,-,M,-,7
56,G Donohue,-,4,-,-,-,56,-,M,-,4
57,C Schneider,1:06:30,8,1:14:30,-,-,57,-,M,-,8
58,J J Conghiln,1:07:05,4,1:11:05,-,-,58,-,M,-,4
