place_overall,name,clock_time,head_start,actual_time,time_place,race,race_place,age,sex,bib,group
1,Shirley Matson,0:44:34,16,1:00:34,0,Invitational,-,52,F,2,G
2,Gabriele Andersen,0:45:12,14,0:59:12,0,Invitational,-,48,F,535,J
3,Sal Vasquez,0:45:32,7,0:52:52,0,Invitational,-,53,M,401,R
4,Megan McGowan,0:47:13,12,0:59:13,0,Invitational,-,11,F,1,L
5,Joe Patterson,0:47:31,12,0:59:31,0,Invitational,-,58,M,476,L
6,Dave Dunham,0:48:24,0,0:48:24,0,Invitational,-,29,M,754,S
7,Christie Patterson,0:48:26,12,1:00:26,0,Invitational,-,45,F,21,L
8,Mike G McManus,0:48:32,0,0:48:32,0,Invitational,-,27,M,5,S
9,Russ Kiernan,0:48:58,9,0:57:58,0,Invitational,-,55,M,8,P
10,Link Lindquist,0:50:36,18,1:08:36,0,Invitational,-,65,M,7,E
11,Robert Malain,0:50:41,19,1:09:41,0,Invitational,-,66,M,11,D
12,Leslie McMullin,0:58:00,10,1:00:58,0,Invitational,-,42,F,14,N
13,Greg Nacco,0:51:05,1,0:52:05,0,Invitational,-,33,M,43,Y
14,Hank Lawson,0:51:15,2,0:53:15,0,Invitational,-,38,M,554,X
15,Mike Repp,0:51:18,7,0:58:18,0,Invitational,-,52,M,208,R
16,Gordon Abbott,0:51:23,5,0:56:23,0,Invitational,-,49,M,484,U
17,Butch Alexander,0:51:25,2,0:53:25,0,Invitational,-,39,M,32,X
18,Guy Palmer,0:52:03,1,0:53:03,0,Invitational,-,34,M,12,Y
19,Robert Dickinson,0:52:15,1,0:53:15,0,Invitational,-,36,M,16,Y
20,Steve Stephens,0:52:19,5,0:57:19,0,Invitational,-,49,M,28,U
21,April Powers,0:52:21,8,1:00:21,0,Invitational,-,35,F,760,Q
22,John Swyers,0:52:23,8,1:00:23,0,Invitational,-,53,M,37,Q
23,Scott Strait,0:52:29,2,0:54:29,0,Invitational,-,38,M,52,X
24,Debbie Waldear,0:52:34,10,1:02:34,0,Invitational,-,43,F,694,N
25,Erin Vali,0:52:38,0,0:52:38,0,Invitational,-,21,M,690,S
26,Bruce Linscott,0:52:44,1,0:53:44,0,Invitational,-,35,M,65,Y
27,Lawson Kelly,0:52:47,8,1:00:47,0,Invitational,-,32,F,19,Q
28,Don McCarthy,0:52:49,5,0:57:49,0,Invitational,-,49,M,33,U
29,Kim Rupert,0:52:52,8,1:00:52,0,Invitational,-,38,F,552,Q
30,Kurt Ryan,0:52:57,1,0:53:57,0,Invitational,-,35,M,34,Y
31,Jamie Wendel (Rivers),0:52:58,10,1:02:58,0,Invitational,-,42,F,85,N
32,Mark Richtman,0:53:02,2,0:55:02,0,Invitational,-,38,M,45,X
33,Bruce Mace,0:53:06,1,0:54:06,0,Invitational,-,34,M,22,Y
34,John Hodge,0:53:10,1,0:54:10,0,Invitational,-,31,M,693,Y
35,Rachel Pitts,0:53:19,22,1:15:19,0,Invitational,-,8,F,368,A
36,Stephen Lyons,0:53:40,7,1:00:40,0,Invitational,-,52,M,18,R
37,Richard Clark,0:53:50,8,1:01:50,0,Invitational,-,54,M,55,Q
38,William Good,0:54:00,2,0:56:00,0,Invitational,-,41,M,392,X
39,Frank Ruona,0:54:01,4,0:58:01,0,Invitational,-,47,M,97,V
40,Mike Santos,0:54:05,0,0:54:05,0,Invitational,-,28,M,58,S
41,Bradford Bryon,0:54:12,1,0:55:12,0,Invitational,-,35,M,25,Y
42,Richard Laine,0:54:16,16,1:10:16,0,Invitational,-,63,M,39,G
43,Eric Ellisen,0:54:20,1,0:55:20,0,Invitational,-,32,M,83,Y
44,Vincent Fausone III,0:54:27,1,0:55:27,0,Invitational,-,32,M,350,Y
45,Natalie Simi,0:54:32,8,1:02:32,0,Invitational,-,27,F,385,Q
46,John Cobourn,0:54:34,4,0:58:34,0,Invitational,-,46,M,61,V
47,Jim Hampton,0:54:46,4,0:58:46,0,Invitational,-,46,M,46,V
48,Jerry Lverly,0:54:52,8,1:02:52,0,Invitational,-,53,M,69,Q
49,Lori Jean Shanoff,0:54:53,8,1:02:53,0,Invitational,-,29,F,138,Q
50,Mike J Lopez,0:55:01,1,0:56:01,0,Invitational,-,35,M,40,Y
