place_overall,name,clock_time,head_start,actual_time,time_place,race,race_place,age,sex,bib,group
1,Paul Chirone,0:47:06,6,0:56:06,13,-,1,-,M,-,6
2,Norman Bright,0:47:22,0,0:47:22,1,-,2,-,M,-,0
3,Albert Savedra,0:48:04,4,0:52:04,3,-,3,-,M,-,4
4,Ed Thall,0:48:15,6,0:54:15,9,-,4,-,M,-,6
5,Leo Karlhofer,0:48:18,2,0:50:18,2,-,5,-,M,-,2
6,Eyrle Aceves,0:48:45,5,0:53:45,7,-,6,-,M,-,5
7,Bruce Rich,0:49:41,3,0:52:41,4,-,7,-,M,-,3
8,Al Ludlum,0:49:15,3,0:52:45,5,-,8,-,M,-,3
9,Herb Wright,0:50:47,10,1:00:47,25,-,9,-,M,-,10
10,Jack G Kirk,0:50:40,3.5,0:54:19,10,-,10,31,M,-,3.5
11,Alexander Bob,0:51:14,2,0:54:14,8,-,11,-,M,-,2
12,Alexander Illgren,0:56:17,4,0:55:17,11,-,12,-,M,-,4
13,G Wilson,0:51:15,2,0:53:15,6,-,13,-,M,-,2
14,W Pappas,0:51:41,7,0:58:41,20,-,14,-,M,-,7
15,W Ellisen,0:51:55,8,0:59:53,23,-,15,-,M,-,8
16,C Shields,0:52:29,5,0:57:29,18,-,16,-,M,-,5
17,K Ardein,0:52:44,-,-,-,-,17,-,M,-,-
18,Frank Lydie,0:52:50,3.5,0:56:20,14,-,18,-,M,-,3.5
19,R Baker,0:52:57,3,0:55:57,12,-,19,-,M,-,3
20,W Mazzini,0:53:12,4,0:57:12,16,-,20,-,M,-,4
21,Lee Smith,0:53:35,3,0:56:25,15,-,21,-,M,-,3
22,Paul Christensen,0:54:16,6,1:00:16,24,-,22,-,M,-,6
23,Lee Veerhees,0:54:17,3,0:57:17,17,-,23,-,M,-,3
24,? Seait,0:54:28,4,0:58:28,19,-,24,-,M,-,4
25,A Nelson,0:55:15,4.5,0:59:45,21,-,25,-,M,-,4.5
26,K ?,0:55:47,4,0:59:47,22,-,26,-,M,-,4
27,F Valim,0:58:32,6,1:04:22,26,-,27,-,M,-,6
28,K Cooper,0:58:15,5,1:08:43,30,-,28,-,M,-,5
29,unknown,0:58:56,10,1:05:58,28,-,29,-,M,-,10
30,Salvador,0:59:42,10,1:09:42,31,-,30,-,M,-,10
31,? Greggwird,1:00:36,10,1:10:26,32,-,31,-,M,-,10
32,Nell Decker,1:00:37,8,1:08:37,29,-,32,-,M,-,8
33,W Taylor,1:00:11,12,1:12:11,34,-,33,-,M,-,12
34,W ?,1:01:27,3,1:04:27,27,-,34,-,M,-,3
35,unknown,1:00:38,10,1:11:28,33,-,35,-,M,-,10
36,unknown,-,10,-,-,-,36,-,M,-,10
37,? Thompson,-,-,-,-,-,37,-,M,-,-
