place_overall,name,clock_time,head_start,actual_time,time_place,race,race_place,age,sex,bib,group
1,Jimmy McClymonds,0:47:47,8,0:55:47,7,-,1,-,M,-,8
2,Jack G Kirk,0:48:28,5,0:53:28,2,-,2,30,M,-,5
3,Clarence Hall,0:48:29,5,0:53:29,3,-,3,-,M,-,5
4,Bob Alexander,0:49:07,5,0:54:07,5,-,4,-,M,-,5
5,George Wilson,0:49:09,4,0:53:09,1,-,5,-,M,-,4
6,Eric Juhl,0:49:13,7.5,0:56:43,10,-,6,-,M,-,7.5
7,Walter Sarlin,0:49:33,5,0:54:33,6,-,7,-,M,-,5
8,Frank Valin,0:50:17,7,0:57:17,12,-,8,-,M,-,7
9,Pete Christensen,0:51:19,6,0:57:19,13,-,9,-,M,-,6
10,John Hansen,0:51:28,4.5,0:55:58,8,-,10,-,M,-,4.5
11,Bill Pappas,0:51:47,5,0:56:47,11,-,11,-,M,-,5
12,Elden Rich,0:52:00,4,0:56:00,9,-,12,-,M,-,4
13,V Rubel,0:52:05,6,0:58:05,15,-,13,-,M,-,6
14,Vernon Linn,0:52:15,7,0:59:15,22,-,14,-,M,-,7
15,Ed Ardoin,0:52:23,8,1:00:23,23,-,15,-,M,-,8
16,Harvey Mielenz,0:52:23,6,0:58:23,17,-,16,-,M,-,6
17,Walter O Johnson,0:52:31,12,1:04:31,28,-,17,-,M,-,12
18,Bruce Rich,0:53:24,5,0:58:24,18,-,18,-,M,-,5
19,Norman Bright,0:53:33,0,0:53:33,4,-,19,-,M,-,0
20,Leland Smith,0:53:47,4,0:57:47,14,-,20,-,M,-,4
21,Charles Mehlert,0:53:34,5,0:58:34,19,-,21,-,M,-,5
22,Charles Shields,0:54:10,5,0:59:10,21,-,22,-,M,-,5
23,John Price,0:55:16,3,0:58:16,16,-,23,-,M,-,3
24,James Ross,0:55:23,8,1:03:23,26,-,24,-,M,-,8
25,Paul Chirone,0:55:53,3,0:58:53,20,-,25,-,M,-,3
26,John Fratini,0:56:27,8,1:04:27,27,-,26,-,M,-,8
27,Elmer Marcek,0:56:51,5,1:01:51,24,-,27,-,M,-,5
28,Herbert Wright,0:57:56,5,1:02:56,25,-,28,-,M,-,5
29,Ed Frantini,0:58:13,8,1:06:13,29,-,29,-,M,-,8
30,Keith Groswird,0:58:52,10,1:08:52,31,-,30,-,M,-,10
31,J Pallaoro,1:02:58,5,1:07:58,30,-,31,-,M,-,5
32,Wilbur Taylor,1:03:14,8,1:11:14,32,-,32,-,M,-,8
33,Louis Kaiser,1:07:22,10,1:17:22,35,-,33,-,M,-,10
34,Roy Cocktig,1:08:38,7,1:15:38,33,-,34,-,M,-,7
35,S Salvadore,1:11:36,5,1:16:36,34,-,35,-,M,-,5
