place_overall,name,clock_time,head_start,actual_time,time_place,race,race_place,age,sex,bib,group
1,Clarence Hall,0:48:11,2.5,0:50:41,2,-,1,-,M,-,2.5
2,Eyrle Aceves,0:48:24,4.5,0:52:54,5,-,2,-,M,-,4.5
3,Bruce Rich,0:49:06,2.5,0:51:36,3,-,3,-,M,-,2.5
4,Bob Baker,0:49:08,5,0:54:08,6,-,4,-,M,-,5
5,Frank Lara,0:49:12,5,0:54:12,7,-,5,-,M,-,5
6,William Mazzini,0:49:13,5,0:54:13,8,-,6,-,M,-,5
7,Leo Karlhofer,0:49:15,0,0:49:15,1,-,7,-,M,-,0
8,William McCurdy,0:49:51,5,0:54:51,14,-,8,-,M,-,5
9,John McNabb,0:49:43,3,0:52:43,4,-,9,-,M,-,3
10,Jack G Kirk,0:49:59,6,0:55:59,15,-,10,32,M,-,6
11,B Alexander,-,-,0:55:59,16,-,11,-,M,-,-
12,W Bertram,-,-,0:54:26,10,-,12,-,M,-,-
13,E Thall,-,-,0:54:43,11,-,13,-,M,-,-
14,Leo Smith,-,-,0:54:43,12,-,14,-,M,-,-
15,B Torrenge,-,-,1:01:21,22,-,15,-,M,-,-
16,G Wilson,-,-,0:54:23,9,-,16,-,M,-,-
17,H Wright,-,-,1:00:42,20,-,17,-,M,-,-
18,R Chirome,-,-,0:54:48,13,-,18,-,M,-,-
19,E Juhl,-,-,0:59:00,19,-,19,-,M,-,-
20,F Lydic,-,-,0:57:27,18,-,20,-,M,-,-
21,J Hansen,-,-,0:57:25,17,-,21,-,M,-,-
22,C  Christensen,-,-,1:01:18,21,-,22,-,M,-,-
23,P Primbush,-,-,1:05:23,30,-,23,-,M,-,-
24,W Sarlin,-,-,1:01:35,23,-,24,-,M,-,-
25,N Nelson,-,-,1:02:38,25,-,25,-,M,-,-
26,L  Reyes,-,-,1:03:42,27,-,26,-,M,-,-
27,J Palloara,-,-,1:05:45,31,-,27,-,M,-,-
28,J Ortega,-,-,1:01:49,24,-,28,-,M,-,-
29,J Ross,-,-,1:05:55,32,-,29,-,M,-,-
30,E Ardoin,-,-,1:05:13,29,-,30,-,M,-,-
31,L Vasquez,-,-,1:03:13,26,-,31,-,M,-,-
32,N Decker,-,-,1:07:05,33,-,32,-,M,-,-
33,B Peters,-,-,1:07:05,34,-,33,-,M,-,-
34,Michafloff,-,-,1:09:12,35,-,34,-,M,-,-
35,F Lawrence,-,-,1:04:15,28,-,35,-,M,-,-
36,W Taylor,-,-,1:15:13,40,-,36,-,M,-,-
37,H Hamann,-,-,1:13:12,37,-,37,-,M,-,-
38,A Maccono,-,-,1:09:35,36,-,38,-,M,-,-
39,A Molioa,-,-,1:14:37,39,-,39,-,M,-,-
40,L  Rosen,-,-,1:15:47,41,-,40,-,M,-,-
41,J Spann,-,-,1:14:07,38,-,41,-,M,-,-
42,M Kuhn,-,-,1:18:18,42,-,42,-,M,-,-
43,G Reinhold,-,-,1:31:11,43,-,43,-,M,-,-
