place_overall,name,clock_time,head_start,actual_time,time_place,race,race_place,age,sex,bib,group
1,Lee Blackwell,0:48:30,7.5,0:56:00,-,-,-,-,M,-,7.5
2,Edgar V Stout,0:50:12,4,0:54:12,-,-,-,-,M,-,4
3,Mason Hartwell,0:50:40,0,0:50:40,-,-,-,-,M,-,0
4,Oliver Millard,0:51:25,0,0:51:25,-,-,-,-,M,-,0
5,R B Gelding,0:51:32,10,1:01:32,-,-,-,-,M,-,10
6,Albert J Gorse,0:52:04,3.25,0:55:19,-,-,-,-,M,-,3.2
7,N E Dundas,0:52:47,7.5,1:00:17,-,-,-,-,M,-,7.5
8,Albert M Portost,0:52:49,4.5,0:57:19,-,-,-,-,M,-,4.5
9,Lloyd H Perkins,0:53:02,7,1:00:08,-,-,-,-,M,-,7
10,Frank M Woodside,0:53:50,4,0:57:50,-,-,-,-,M,-,4
11,E Martinez,0:54:07,9,1:03:07,-,-,-,-,M,-,9
12,Albert W Powder,0:54:10,3.5,0:57:40,-,-,-,-,M,-,3.5
13,J Hollis,0:54:10,10,1:04:10,-,-,-,-,M,-,10
14,W E Kemmerle,0:54:27,9,1:03:27,-,-,-,-,M,-,9
15,Oliver S Boochio,0:55:34,4.5,1:00:04,-,-,-,-,M,-,4.5
16,E Schwarz,0:55:48,10,1:05:48,-,-,-,-,M,-,10
17,Albert Pinthar,0:56:20,10,1:06:20,-,-,-,-,M,-,10
18,F Hood,0:56:57,5,0:55:37,-,-,-,-,M,-,5
19,Albert Rattray,0:56:39,7.5,1:04:09,-,-,-,-,M,-,7.5
20,W Peters,0:56:45,13,1:09:45,-,-,-,-,M,-,13
21,W M Brookfield,0:56:54,14,1:10:54,-,-,-,-,M,-,14
22,W O Johnson,0:57:02,5,1:02:02,-,-,-,-,M,-,5
23,W ?,0:57:09,6,1:05:29,-,-,-,-,M,-,6
24,C Piglia,0:57:33,999,1:07:03,-,-,-,-,M,-,999
25,F S Robbins,0:57:40,15,1:12:40,-,-,-,-,M,-,15
26,R Un Groswierd,0:58:08,15,1:13:03,-,-,-,-,M,-,15
27,B M Smith,0:58:24,15,1:13:24,-,-,-,-,M,-,15
28,E Burg,0:58:04,7,1:05:54,-,-,-,-,M,-,7
29,Pat Coyne,0:59:14,4,1:03:13,-,-,-,-,M,-,4
30,F Kleckner,0:59:20,999,1:09:50,-,-,-,-,M,-,999
31,W G Taylor,0:59:39,12,1:11:39,-,-,-,-,M,-,12
32,W Havind,0:59:47,7.5,1:07:17,-,-,-,-,M,-,7.5
33,Albert P Rhodes,0:59:50,6.5,1:06:20,-,-,-,-,M,-,6.5
34,W C Maraball,1:00:05,9.5,1:09:85,-,-,-,-,M,-,9.5
35,C W Kirk,1:00:14,7.5,1:07:44,-,-,-,-,M,-,7.5
36,E Cole,1:00:38,8,1:08:35,-,-,-,-,M,-,8
37,H Miller,1:01:02,6.5,1:05:32,-,-,-,-,M,-,6.5
38,G F Lee,1:01:05,11,1:12:05,-,-,-,-,M,-,11
39,Pat Green,1:01:12,12,1:13:27,-,-,-,-,M,-,12
40,Albert Anderson,1:01:39,10,1:11:59,-,-,-,-,M,-,10
41,Lee Bottomley,1:03:21,4.5,1:18:29,-,-,-,-,M,-,4.5
42,J G Fredericks,1:02:55,12,1:14:55,-,-,-,-,M,-,12
43,W Cappies,1:03:50,9,1:13:00,-,-,-,-,M,-,9
44,W Higgins,1:03:58,15,1:18:58,-,-,-,-,M,-,15
45,W ?,1:04:19,15,1:19:15,-,-,-,-,M,-,15
46,W Bepler,1:04:30,18,1:17:30,-,-,-,-,M,-,18
47,C Macchi,1:04:30,7,1:11:30,-,-,-,-,M,-,7
48,H A Woods,1:04:48,11,1:15:45,-,-,-,-,M,-,11
49,A  A Zeller,1:05:17,7.25,1:12:47,-,-,-,-,M,-,7.2
50,R McGoorty,1:06:18,14,1:20:18,-,-,-,-,M,-,14
51,J A Woodside,1:07:04,5.5,1:12:34,-,-,-,-,M,-,5.5
52,Mason Roche,1:07:16,8,1:15:16,-,-,-,-,M,-,8
53,J E Foley,1:07:21,8,1:15:21,-,-,-,-,M,-,8
54,W J Thompson,1:07:25,8,1:15:25,-,-,-,-,M,-,8
55,F O Allen,1:07:55,7.5,1:15:05,-,-,-,-,M,-,7.5
56,Lee Paulino,1:07:55,7.5,1:15:25,-,-,-,-,M,-,7.5
57,A H Woodside,1:08:11,7.5,1:15:41,-,-,-,-,M,-,7.5
58,W R Gheaff,1:11:40,9.5,1:21:10,-,-,-,-,M,-,9.5
59,R Townsend,1:12:01,7.5,1:19:31,-,-,-,-,M,-,7.5
60,E L Peck,1:13:25,11,1:24:25,-,-,-,-,M,-,11
61,E J Leonard,1:14:13,8,1:22:13,-,-,-,-,M,-,8
62,H Ross,1:15:50,10.5,1:26:20,-,-,-,-,M,-,10.
63,C Murphy,1:22:25,7.5,1:29:55,-,-,-,-,M,-,7.5
