place_overall,name,clock_time,head_start,actual_time,time_place,race,race_place,age,sex,bib,group
1,Dan Quinlan,0:49:29,9,0:58:29,-,-,1,-,M,-,9
2,Robert Rutherford,0:49:30,3.5,0:53:00,-,-,2,-,M,-,3.5
3,Bert Hooper,0:49:45,4.5,0:54:15,-,-,3,-,M,-,4.5
4,Charles Ludekins,0:50:02,3.5,0:53:32,-,-,4,-,M,-,3.5
5,Joseph S Mancuso,0:50:30,9,0:59:30,-,-,5,-,M,-,9
6,William J Churchill,0:50:40,0,0:50:40,-,-,6,-,M,-,0
7,Cam Caldera,0:50:47,6,0:56:47,-,-,7,-,M,-,6
8,Fred Kienzle,0:50:55,7,0:57:55,-,-,8,-,M,-,7
9,Watson Howden,0:51:00,2,0:53:00,-,-,9,-,M,-,2
10,Amadeo Tomasini,0:51:06,3,0:54:06,-,-,10,-,M,-,3
11,Marchant J Buttery,0:51:17,7,0:58:17,-,-,11,-,M,-,7
12,Clifford Carroll,0:51:25,4.5,0:55:55,-,-,12,-,M,-,4.5
13,H Hoffman,0:52:05,5,0:57:05,-,-,13,-,M,-,5
14,Percy Gilbert,0:52:18,1.5,0:53:48,-,-,14,-,M,-,1.5
15,L F Belmont,0:49:18,6.5,0:55:48,-,-,15,-,M,-,6.5
16,F Sutcliff,-,6.5,-,-,-,16,-,M,-,6.5
17,Lytman Cosne,0:52:45,5.5,0:58:15,-,-,17,-,M,-,5.5
18,William Maghetti,0:52:50,4,0:56:50,-,-,18,-,M,-,4
19,Harry Hooker,0:52:53,3.5,0:56:23,-,-,19,-,M,-,3.5
20,? Green,0:52:56,7.5,1:00:26,-,-,20,-,M,-,7.5
21,Tony Nunes,0:52:57,6.5,0:59:27,-,-,21,-,M,-,6.5
22,Percy Jelea,0:53:13,6,0:59:13,-,-,22,-,M,-,6
23,Robert Carroll,0:53:18,10,1:03:18,-,-,23,-,M,-,10
24,Walter Hoffman,0:51:57,6.5,0:58:27,-,-,24,-,M,-,6.5
25,Dan W Sheanl,0:53:42,9,1:02:42,-,-,25,-,M,-,9
26,Ray Locke,0:53:13,10,1:03:13,-,-,26,-,M,-,10
27,Paul Newman,0:53:50,0,0:53:50,-,-,27,-,M,-,0
28,? Connok,-,-,1:03:51,-,-,28,-,M,-,-
29,W Callaghan,-,0,-,-,-,29,-,M,-,0
30,Dan Shearn,0:54:42,7,1:01:42,-,-,30,-,M,-,7
31,Charles ?,0:54:55,5,0:59:55,-,-,31,-,M,-,5
32,G ?,0:54:57,3,0:57:57,-,-,32,-,M,-,3
33,H Stelling,0:55:05,6,1:01:05,-,-,33,-,M,-,6
34,H O'Neal,0:55:18,2.5,0:57:48,-,-,34,-,M,-,2.5
35,W Kotna,0:55:47,9,1:04:47,-,-,35,-,M,-,9
36,? Tiensuu,0:52:50,9,1:01:50,-,-,36,-,M,-,9
37,? Juidier,0:56:10,7.5,1:03:40,-,-,37,-,M,-,7.5
38,H S Gosbey,0:53:15,8.5,1:01:45,-,-,38,-,M,-,8.5
39,R Kahran,0:56:40,5,1:01:40,-,-,39,-,M,-,5
40,R Golding,0:56:45,7,1:03:45,-,-,40,-,M,-,7
41,William Kahran,0:57:03,6,1:03:03,-,-,41,-,M,-,6
42,W W Magner,0:57:15,6.5,1:03:45,-,-,42,-,M,-,6.5
43,R Altkin,-,3.5,-,-,-,43,-,M,-,3.5
44,Tom Macnamara,0:57:36,3,1:00:36,-,-,44,-,M,-,3
45,H F Dutrich,0:57:40,7.5,1:05:10,-,-,45,-,M,-,7.5
46,H A Andrew,0:57:48,5,1:02:48,-,-,46,-,M,-,5
47,C Murphy,0:57:51,10,1:07:51,-,-,47,-,M,-,10
48,William Haavind,0:58:50,7,1:05:50,-,-,48,-,M,-,7
49,Joseph A Woolside,1:00:55,6,1:06:55,-,-,49,-,M,-,6
50,John Lobig,1:01:15,6,1:07:15,-,-,50,-,M,-,6
51,Jack Sicel,1:01:22,10,1:11:22,-,-,51,-,M,-,10
52,F J Mancuso,1:01:30,9,1:10:30,-,-,52,-,M,-,9
53,P W Bonnifield,-,6,-,-,-,53,-,M,-,6
54,J P Richael,1:01:50,10,1:11:50,-,-,54,-,M,-,10
55,J Del Bino,-,3,-,-,-,55,-,M,-,3
56,Harry Rosa,1:02:12,6,1:08:12,-,-,56,-,M,-,6
57,Peter Mahn,1:02:40,4,1:06:40,-,-,57,-,M,-,4
58,R J Scott,1:03:37,7.5,1:11:07,-,-,58,-,M,-,7.5
59,Marchant Gottell,1:03:43,8,1:11:43,-,-,59,-,M,-,8
60,W Klowa,1:03:43,8,1:11:43,-,-,60,-,M,-,8
61,? Schutmal,1:04:10,7.5,1:11:40,-,-,61,-,M,-,7.5
62,W F Juhci,1:04:35,7.5,1:12:05,-,-,62,-,M,-,7.5
63,J ?,1:05:20,10,1:15:20,-,-,63,-,M,-,10
64,J Giorianengo,1:05:58,10,1:15:58,-,-,64,-,M,-,10
65,P F Farmer,1:05:58,5,1:10:58,-,-,65,-,M,-,5
66,H M ?,1:06:50,4.5,1:11:20,-,-,66,-,M,-,4.5
67,? McWilliams,1:07:02,5.5,1:12:32,-,-,67,-,M,-,5.5
68,H Roach,1:07:35,3,1:10:35,-,-,68,-,M,-,3
69,H A Molner,1:09:37,3.5,1:13:07,-,-,69,-,M,-,3.5
70,J F Curry,1:08:03,6.5,1:14:33,-,-,70,-,M,-,6.5
71,K Bariel,1:10:37,5.5,1:16:07,-,-,71,-,M,-,5.5
72,William Mancuso,1:11:13,9,1:20:13,-,-,72,-,M,-,9
