place_overall,name,clock_time,head_start,actual_time,time_place,race,race_place,age,sex,bib,group
1,Charles A Richesin,0:50:22,10,1:00:22,7,-,1,17,M,-,10
2,Frank Campbell,0:50:47,13,1:03:47,17,-,2,-,M,-,13
3,Ed Siemens,0:51:47,8,0:59:47,5,-,3,-,M,-,8
4,William Steed,0:51:55,1,0:52:55,1,-,4,-,M,-,1
5,William McCurdy,0:51:57,3.5,0:55:27,3,-,5,-,M,-,3.5
6,Ernest Marinoni,0:52:16,9,1:01:16,11,-,6,-,M,-,9
7,Robert Seaman,0:52:53,9,1:01:53,15,-,7,-,M,-,9
8,Bruce Rich,0:53:48,6,0:59:48,6,-,8,-,M,-,6
9,Takeo Takushi,0:54:06,1,0:55:06,2,-,9,-,M,-,1
10,Jack G Kirk,0:54:21,7,1:01:21,13,-,10,40,M,-,7
11,Donald Branson,0:54:26,12,1:06:26,20,-,11,-,M,-,12
12,Albert Chun,0:54:44,6,1:00:44,8,-,12,-,M,-,6
13,Arner Gustafsen,0:54:56,6,1:00:56,9,-,13,-,M,-,6
14,William Dreyer,0:55:16,6,1:01:16,12,-,14,-,M,-,6
15,Walt Bolhm,0:55:22,6,1:01:22,14,-,15,-,M,-,6
16,Merle Knox,0:55:50,,0:55:50,4,-,16,-,M,-,
17,Geo Wilson,0:56:46,8,1:04:46,18,-,17,-,M,-,8
18,Robert Wallace,0:57:10,4,1:01:10,10,-,18,-,M,-,4
19,John Kwartz,0:58:05,4.5,1:02:35,16,-,19,-,M,-,4.5
20,Ira Karp,0:59:15,9,1:08:15,22,-,20,-,M,-,9
21,Leslie MacGregor,0:59:21,7,1:06:21,19,-,21,-,M,-,7
22,Andrew MacCono,1:00:24,7,1:07:24,21,-,22,-,M,-,7
