place_overall,name,clock_time,head_start,actual_time,time_place,race,race_place,age,sex,bib,group
1,Fernando Leon,0:51:15,0,0:51:15,1,-,1,-,M,-,0
2,Bob Johnson,0:51:26,5,0:56:26,6,-,2,-,M,-,5
3,Wilford King,0:52:16,0,0:52:16,2,-,3,-,M,-,0
4,Darryl Beardall,0:52:30,7,0:59:30,13,-,4,-,M,-,7
5,Don Kelly,0:52:46,0,0:52:46,3,-,5,-,M,-,0
6,Charles Curtic,0:54:16,2,0:56:16,5,-,6,-,M,-,2
7,Ned Benedict,0:54:17,5,0:59:17,10,-,7,-,M,-,5
8,Bob Louden,0:54:18,5,0:59:18,11,-,8,-,M,-,5
9,Tim Kelly,0:54:19,5,0:59:19,12,-,9,-,M,-,5
10,Jack Marden,0:54:33,0,0:54:33,4,-,10,-,M,-,0
11,Jesse Ochoa,0:55:09,2,0:57:09,8,-,11,-,M,-,2
12,Austin Pyles,0:56:31,0,0:56:31,7,-,12,-,M,-,0
13,William (Bill) Ferlatte,0:57:26,5,1:02:26,15,-,13,17,M,-,5
14,Rolf Gordon,0:57:41,4,1:01:41,14,-,14,-,M,-,4
15,Bob Hope,0:57:54,5,1:02:54,17,-,15,-,M,-,5
16,John Satti,0:58:06,9,1:07:06,28,-,16,-,M,-,9
17,Bill Morgan,0:58:32,0.5,0:59:02,9,-,17,-,M,-,0.5
18,Val Prescop,0:58:46,4,1:02:46,16,-,18,-,M,-,4
19,Jack G Kirk,0:59:27,5,1:04:27,20,-,19,52,M,-,5
20,L Pavilionis,0:59:59,5,1:04:59,22,-,20,-,M,-,5
21,Joe King,1:00:11,3,1:03:11,18,-,21,-,M,-,3
22,Bill Weem,1:01:32,4,1:05:32,24,-,22,-,M,-,4
23,Victor Duran,1:01:46,13,1:14:46,50,-,23,-,M,-,13
24,Jerry Joyner,1:02:21,2,1:04:21,19,-,24,-,M,-,2
25,Wesley Hildreth,1:02:40,2,1:04:40,21,-,25,-,M,-,2
26,Ray Schnore,1:03:17,3,1:06:17,26,-,26,-,M,-,3
27,Ian Gibson,1:03:34,2,1:05:34,25,-,27,-,M,-,2
28,D Taramasso,1:03:36,4,1:07:36,29,-,28,-,M,-,4
29,Gordon Martin,1:04:14,1,1:05:14,23,-,29,-,M,-,1
30,Frederick Skinner,1:04:35,5,1:09:35,37,-,30,-,M,-,5
31,Bill Hotchkiss,1:04:44,5,1:09:44,38,-,31,-,M,-,5
32,Wm Ranney,1:05:02,4,1:09:02,33,-,32,-,M,-,4
33,Cliff Scott,1:05:03,4,1:09:03,34,-,33,-,M,-,4
34,Ray Batz,1:05:27,3,1:08:27,31,-,34,-,M,-,3
35,Ray Mahannah,1:05:28,4,1:09:28,35,-,35,-,M,-,4
36,Larry Brown,1:05:29,5,1:10:29,40,-,36,-,M,-,5
37,?unknown ?unknown,-,-,-,-,-,37,-,M,-,-
38,Ray Batz,1:05:27,3,1:08:27,32,-,38,-,M,-,3
39,Ray Mahannah,1:05:28,4,1:09:28,36,-,39,-,M,-,4
40,Larry Brown,1:05:29,5,1:10:29,41,-,40,-,M,-,5
41,Gary Gearhart,1:05:40,5,1:10:40,42,-,41,-,M,-,5
42,Keith Canning,1:06:09,5,1:11:09,43,-,42,-,M,-,5
43,Dave Stone,1:06:16,5,1:11:16,44,-,43,-,M,-,5
44,Robert Rice,1:06:26,2,1:08:26,30,-,44,-,M,-,2
45,Mike Deasy,1:06:30,0,1:06:30,27,-,45,-,M,-,0
46,James Forsyth,1:04:44,5,1:09:44,39,-,46,-,M,-,5
47,Earl Helfrich,1:08:15,5,1:13:15,47,-,47,-,M,-,5
48,J Rodriguez,1:08:24,4,1:12:24,46,-,48,-,M,-,4
49,Chas Meyer,1:08:57,5,1:13:57,48,-,49,-,M,-,5
50,Tom Jennings,1:09:31,5,1:14:31,49,-,50,-,M,-,5
51,Jerry Laird,1:09:32,2,1:11:32,45,-,51,-,M,-,2
52,James Tominaga,1:10:43,15,1:25:43,60,-,52,-,M,-,15
53,Ray Bratt,1:12:19,5,1:17:19,52,-,53,-,M,-,5
54,Jim Gallon,1:12:20,5,1:17:20,53,-,54,-,M,-,5
55,Bill Wilson,1:12:58,4,1:16:58,51,-,55,-,M,-,4
56,Frederick Mahannah,1:14:01,5,1:19:01,54,-,56,-,M,-,5
57,Tony Stratta,1:14:15,9,1:23:15,57,-,57,-,M,-,9
58,Phil Fortier,1:16:16,4,1:20:16,55,-,58,-,M,-,4
59,Mike Breen,1:18:59,5,1:23:59,58,-,59,-,M,-,5
60,George Cagwin,1:20:40,5,1:25:40,59,-,60,-,M,-,5
61,Tom Sexton,1:21:07,2,1:23:07,56,-,61,-,M,-,2
62,Douglas Smith,1:21:45,5,1:26:45,61,-,62,-,M,-,5
63,Gary Robinson,1:28:00,5,1:33:00,62,-,63,-,M,-,5
64,Wm Messini,1:31:45,9,1:40:45,64,-,64,-,M,-,9
65,Birney Jarvis,1:31:46,4,1:35:46,63,-,65,-,M,-,4
